id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
db401046,Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
527f063d,Edinson Cavani,uy URU,FW,eng Manchester Utd,34,1987,4,0,79,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,0,1,10,0.00,0.00,0.00,0.00,0.00,0.38,0.35,0.73,0.38,0.73,Matches
c0617e2b,Dani Ceballos,es ESP,"MF,FW",es Real Madrid,24,1996,5,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2edbd8d5,Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31a62dc7,Zeki Çelik,tr TUR,DF,fr Lille,24,1997,7,7,589,6.5,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.3,10,33,25,0.00,0.15,0.15,0.00,0.15,0.02,0.02,0.05,0.02,0.05,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,fr Lille,26,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
5515376c,Trevoh Chalobah,eng ENG,DF,eng Chelsea,22,1999,3,1,177,2.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1,3,0,0.51,0.00,0.51,0.51,0.51,0.21,0.01,0.22,0.21,0.22,Matches
e85fb9b8,Giorgio Chiellini,it ITA,DF,it Juventus,36,1984,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
b0f7e36c,Federico Chiesa,it ITA,"FW,MF",it Juventus,23,1997,4,4,334,3.7,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,17,8,29,0.54,0.00,0.54,0.54,0.54,0.21,0.03,0.24,0.21,0.24,Matches
d2424d1b,Ben Chilwell,eng ENG,DF,eng Chelsea,24,1996,4,2,187,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,5,3,13,0.00,0.00,0.00,0.00,0.00,0.21,0.23,0.44,0.21,0.44,Matches
bec8a4ba,Dmitri Chistyakov,ru RUS,DF,ru Zenit,27,1994,5,5,442,4.9,0,0,0,0,0,0,2,1,0.6,0.6,0.0,0.6,0,4,0,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
1cb49278,Andreas Christensen,dk DEN,DF,eng Chelsea,25,1996,8,8,601,6.7,1,1,2,1,0,0,0,0,0.1,0.1,1.0,1.1,7,40,5,0.15,0.15,0.30,0.15,0.30,0.02,0.14,0.16,0.02,0.16,Matches
770ebf00,Anders Christiansen,dk DEN,MF,se Malmö,31,1990,4,4,327,3.6,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,9,15,5,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches
b8a642fc,Samuel Chukwueze,ng NGA,"MF,FW",es Villarreal,22,1999,9,2,277,3.1,2,0,2,2,0,0,0,0,1.1,1.1,0.4,1.6,7,3,15,0.65,0.00,0.65,0.65,0.65,0.37,0.14,0.51,0.37,0.51,Matches
8d46713e,Claudinho,br BRA,"MF,FW",ru Zenit,24,1997,6,6,456,5.1,2,0,2,2,0,0,1,0,1.3,1.3,1.1,2.4,8,18,26,0.39,0.00,0.39,0.39,0.39,0.26,0.22,0.48,0.26,0.48,Matches
1fbbfbde,Sebastián Coates,uy URU,DF,pt Sporting CP,30,1990,6,6,540,6.0,2,0,2,2,0,0,1,0,1.2,1.2,0.0,1.2,0,13,0,0.33,0.00,0.33,0.33,0.33,0.20,0.00,0.20,0.20,0.20,Matches
48df060a,Serafim Cojocari,md MDA,FW,md Sheriff Tiraspol,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
be305255,Maxim Cojocaru,md MDA,"FW,MF",md Sheriff Tiraspol,23,1998,2,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
bfde3de5,Antonio Čolak,hr CRO,FW,se Malmö,27,1993,6,6,498,5.5,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,2,20,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.13,0.07,0.13,Matches
042e8a49,Kingsley Coman,fr FRA,FW,de Bayern Munich,25,1996,9,8,628,7.0,2,3,5,2,0,0,1,0,1.7,1.7,4.2,5.9,41,31,138,0.29,0.43,0.72,0.29,0.72,0.25,0.60,0.84,0.25,0.84,Matches
5ef3d210,Francisco Conceição,pt POR,MF,pt Porto,18,2002,2,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
a6951bf8,Francis Coquelin,fr FRA,MF,es Villarreal,30,1991,8,6,458,5.1,1,0,1,1,0,0,2,1,0.5,0.5,0.5,1.0,10,14,19,0.20,0.00,0.20,0.20,0.20,0.10,0.09,0.19,0.10,0.19,Matches
fb938d24,Jesús Corona,mx MEX,"DF,FW",pt Porto,28,1993,4,2,214,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
01eb744d,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,26,1995,10,3,405,4.5,1,0,1,1,0,0,2,0,0.9,0.9,0.3,1.2,12,13,30,0.22,0.00,0.22,0.22,0.22,0.19,0.07,0.27,0.19,0.27,Matches
45b9b619,Joaquín Correa,ar ARG,FW,it Inter,26,1994,5,0,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
7b4c1f6e,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,24,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
93fffbcf,Diogo Costa,pt POR,GK,pt Porto,21,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1840e36d,Thibaut Courtois,be BEL,GK,es Real Madrid,29,1992,13,13,1230,13.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
0ef89a37,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,29,1992,4,0,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,10,3,11,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches
0ab1f153,Juan Cuadrado,co COL,"DF,MF",it Juventus,33,1988,7,5,472,5.2,0,0,0,0,0,0,2,0,0.1,0.1,1.4,1.6,16,10,40,0.00,0.00,0.00,0.00,0.00,0.03,0.27,0.30,0.03,0.30,Matches
dc62b55d,Matheus Cunha,br BRA,FW,es Atlético Madrid,22,1999,5,0,146,1.6,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,4,2,3,0.00,0.00,0.00,0.00,0.00,0.87,0.07,0.95,0.87,0.95,Matches
44eb9093,Danilo D'Ambrosio,it ITA,DF,it Inter,32,1988,3,1,147,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,5,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
32f76907,Cosimo Marco Da Graca,it ITA,FW,it Juventus,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
a04e2dd2,Johan Dahlin,se SWE,GK,se Malmö,34,1986,4,4,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
db4ed67b,Mahmoud Dahoud,de GER,MF,de Dortmund,25,1996,4,3,212,2.4,0,2,2,0,0,0,0,0,0.3,0.3,1.1,1.3,3,15,11,0.00,0.85,0.85,0.00,0.85,0.12,0.45,0.57,0.12,0.57,Matches
d9565625,Diogo Dalot,pt POR,DF,eng Manchester Utd,22,1999,3,2,234,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,19,6,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.10,0.05,0.10,Matches
94b2001f,Danilo,br BRA,DF,it Juventus,30,1991,5,5,450,5.0,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,10,35,7,0.00,0.20,0.20,0.00,0.20,0.02,0.04,0.06,0.02,0.06,Matches
f08490a6,Arnaut Danjuma,nl NED,FW,es Villarreal,24,1997,11,10,903,10.0,6,2,8,5,1,1,0,0,4.9,4.3,1.2,5.6,26,10,62,0.60,0.20,0.80,0.50,0.70,0.49,0.12,0.61,0.43,0.55,Matches
06a1d642,Mohammed Daramy,dk DEN,FW,nl Ajax,19,2002,2,1,53,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,6,2,12,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
96e0490d,Matteo Darmian,it ITA,DF,it Inter,31,1989,5,3,197,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,4,16,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,Matches
ce50fd99,Jonathan David,ca CAN,FW,fr Lille,21,2000,8,8,674,7.5,3,0,3,2,1,1,0,0,2.9,2.2,0.4,2.6,7,22,47,0.40,0.00,0.40,0.27,0.27,0.39,0.06,0.45,0.29,0.34,Matches
d781d855,Alphonso Davies,ca CAN,DF,de Bayern Munich,20,2000,7,6,475,5.3,0,2,2,0,0,0,0,0,0.2,0.2,1.1,1.3,30,18,60,0.00,0.38,0.38,0.00,0.38,0.04,0.21,0.25,0.04,0.25,Matches
e46012d4,Kevin De Bruyne,be BEL,MF,eng Manchester City,30,1991,10,9,730,8.1,2,3,5,2,0,0,2,0,1.7,1.7,2.8,4.5,26,71,63,0.25,0.37,0.62,0.25,0.62,0.21,0.34,0.56,0.21,0.56,Matches
2ef7c612,Charles De Ketelaere,be BEL,FW,be Club Brugge,20,2001,6,6,496,5.5,0,1,1,0,0,0,0,0,1.0,1.0,1.2,2.2,8,22,42,0.00,0.18,0.18,0.00,0.18,0.18,0.21,0.39,0.18,0.39,Matches
162efffd,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,27,1994,9,5,578,6.4,1,0,1,1,0,0,2,0,1.1,1.1,2.1,3.2,13,32,15,0.16,0.00,0.16,0.16,0.16,0.18,0.32,0.50,0.18,0.50,Matches
ae4e2852,Mattia De Sciglio,it ITA,DF,it Juventus,28,1992,4,3,286,3.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,6,3,43,0.00,0.31,0.31,0.00,0.31,0.00,0.18,0.18,0.00,0.18,Matches
f4797849,Koni De Winter,be BEL,DF,it Juventus,19,2002,2,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
fe641c1a,Thomas Delaney,dk DEN,MF,es Sevilla,29,1991,4,2,200,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,7,5,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
dd897ee7,Liam Delap,eng ENG,FW,eng Manchester City,18,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
b19db005,Ousmane Dembélé,fr FRA,"FW,DF",es Barcelona,24,1997,3,1,123,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,13,4,25,0.00,0.00,0.00,0.00,0.00,0.20,0.14,0.34,0.20,0.34,Matches
fa265f6d,Yusuf Demir,at AUT,"DF,FW",es Barcelona,18,2003,3,1,102,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,4,10,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
e3cceee6,Merih Demiral,tr TUR,DF,it Atalanta,23,1998,6,5,370,4.1,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,3,4,1,0.24,0.00,0.24,0.24,0.24,0.12,0.00,0.12,0.12,0.12,Matches
85686f86,Dentinho,br BRA,FW,ua Shakhtar,32,1989,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
5976f83e,Sergiño Dest,us USA,"DF,FW",es Barcelona,20,2000,4,3,230,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.0,1.0,9,11,20,0.00,0.00,0.00,0.00,0.00,0.37,0.01,0.39,0.37,0.39,Matches
52b3c895,Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,20,2001,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
19cda00b,Ángel Di María,ar ARG,FW,fr Paris S-G,33,1988,5,3,259,2.9,0,1,1,0,0,0,0,0,1.0,1.0,1.8,2.8,5,10,20,0.00,0.35,0.35,0.00,0.35,0.35,0.61,0.96,0.35,0.96,Matches
244bc2c8,Boulaye Dia,sn SEN,FW,es Villarreal,24,1996,8,3,259,2.9,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,4,14,0.35,0.00,0.35,0.35,0.35,0.71,0.04,0.75,0.71,0.75,Matches
fc62f087,Abdou Diallo,sn SEN,DF,fr Paris S-G,25,1996,2,2,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
9dc96f10,Amad Diallo,ci CIV,MF,eng Manchester Utd,19,2002,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,3,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
31c69ef1,Rúben Dias,pt POR,DF,eng Manchester City,24,1997,8,7,664,7.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,3,31,2,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
a9107589,Ismael Diawara,ml MLI,GK,se Malmö,26,1994,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
407feb71,Brahim Díaz,es ESP,MF,it Milan,21,1999,5,5,348,3.9,1,1,2,1,0,0,1,0,1.1,1.1,0.7,1.8,11,17,13,0.26,0.26,0.52,0.26,0.52,0.28,0.17,0.45,0.28,0.45,Matches
4a1a9578,Luis Díaz,co COL,"MF,FW",pt Porto,24,1997,6,6,521,5.8,2,0,2,2,0,0,1,0,0.9,0.9,1.7,2.5,22,11,46,0.35,0.00,0.35,0.35,0.35,0.15,0.29,0.44,0.15,0.44,Matches
4a1a9578,Luis Díaz,co COL,FW,eng Liverpool,24,1997,7,4,384,4.3,2,1,3,2,0,0,0,0,2.5,2.5,1.0,3.5,19,14,55,0.47,0.23,0.70,0.47,0.70,0.59,0.22,0.82,0.59,0.82,Matches
970b8574,Federico Dimarco,it ITA,DF,it Inter,23,1997,7,3,282,3.1,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,7,20,20,0.00,0.00,0.00,0.00,0.00,0.10,0.16,0.26,0.10,0.26,Matches
95bb6ddc,Junior Dina Ebimbe,fr FRA,MF,fr Paris S-G,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,Matches
b2336681,Tiago Djaló,pt POR,DF,fr Lille,21,2000,7,6,533,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,19,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
6eee05f1,Berat Djimsiti,al ALB,DF,it Atalanta,28,1993,5,2,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,18,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
b5f7d10b,Dodô,br BRA,DF,ua Shakhtar,22,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,1.4,12,17,53,0.00,0.00,0.00,0.00,0.00,0.10,0.14,0.23,0.10,0.23,Matches
08f5afaa,Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,22,1999,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
dc90cfbe,Bas Dost,nl NED,FW,be Club Brugge,32,1989,3,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
1a992676,Julian Draxler,de GER,"MF,FW",fr Paris S-G,27,1993,4,1,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,7,8,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches
484a3eae,Rodrigo Duarte,pt POR,FW,pt Sporting CP,16,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
e426b012,Gustavo Dulanto,pe PER,DF,md Sheriff Tiraspol,25,1995,6,6,540,6.0,0,0,0,0,0,0,3,0,0.7,0.7,0.1,0.8,1,2,0,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13,Matches
481c9ece,Denzel Dumfries,nl NED,DF,it Inter,25,1996,7,5,466,5.2,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.8,9,6,40,0.00,0.19,0.19,0.00,0.19,0.08,0.08,0.16,0.08,0.16,Matches
e0921a4f,Paulo Dybala,ar ARG,"FW,MF",it Juventus,27,1993,5,3,254,2.8,3,1,4,1,2,2,0,0,2.4,0.8,1.0,1.8,8,18,28,1.06,0.35,1.42,0.35,0.71,0.85,0.35,1.19,0.29,0.64,Matches
3bb7f478,Edin Džeko,ba BIH,FW,it Inter,35,1986,7,7,537,6.0,3,1,4,3,0,0,0,0,4.1,4.1,0.8,4.9,9,24,51,0.50,0.17,0.67,0.50,0.67,0.69,0.13,0.81,0.69,0.81,Matches
448a3608,Artem Dzyuba,ru RUS,FW,ru Zenit,32,1988,6,3,278,3.1,0,1,1,0,0,1,0,0,2.1,1.3,0.6,1.9,0,5,15,0.00,0.32,0.32,0.00,0.32,0.67,0.21,0.88,0.42,0.63,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,27,1993,11,11,1002,11.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
57760e66,Marcus Edwards,eng ENG,MF,pt Sporting CP,22,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.6,4,5,2,0.00,0.00,0.00,0.00,0.00,0.35,1.19,1.53,0.35,1.53,Matches
d313e8ff,CJ Egan-Riley,eng ENG,DF,eng Manchester City,18,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
e1574c2d,Noah Eile,se SWE,DF,se Malmö,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2fba6108,Anthony Elanga,se SWE,"FW,MF",eng Manchester Utd,19,2002,3,2,172,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,3,2,6,0.52,0.00,0.52,0.52,0.52,0.56,0.00,0.56,0.56,0.56,Matches
c8387671,Harvey Elliott,eng ENG,MF,eng Liverpool,18,2003,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
04e17fd5,Youssef En-Nesyri,ma MAR,FW,es Sevilla,24,1997,2,1,83,0.9,0,0,0,0,0,0,3,1,0.3,0.3,0.0,0.3,0,0,5,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,Matches
1c78737d,Aleksandr Erokhin,ru RUS,MF,ru Zenit,31,1989,6,0,109,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
12dcbdcc,Ricardo Esgaio,pt POR,DF,pt Sporting CP,28,1993,8,2,386,4.3,0,2,2,0,0,0,1,0,0.1,0.1,0.2,0.3,3,17,14,0.00,0.47,0.47,0.00,0.47,0.02,0.04,0.06,0.02,0.06,Matches
1e4319ac,Dario Essugo,pt POR,MF,pt Sporting CP,16,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ea3b4578,Gonçalo Esteves,pt POR,DF,pt Sporting CP,17,2004,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,2,3,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
d38fdf53,Pervis Estupiñán,ec ECU,DF,es Villarreal,23,1998,10,7,645,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.5,10,17,16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
6f3cc2fe,Evanilson,br BRA,FW,pt Porto,21,1999,4,4,310,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,5,2,18,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.23,0.20,0.23,Matches
7f3b388c,Fabinho,br BRA,MF,eng Liverpool,27,1993,13,9,849,9.4,1,0,1,1,0,0,1,0,0.3,0.3,1.1,1.4,6,64,16,0.11,0.00,0.11,0.11,0.11,0.03,0.11,0.15,0.03,0.15,Matches
11c7fa75,Guillaume Faivre,ch SUI,GK,ch Young Boys,34,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
0aeeed3f,Christian Fassnacht,ch SUI,"MF,FW",ch Young Boys,27,1993,3,3,269,3.0,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,3,9,20,0.00,0.00,0.00,0.00,0.00,0.36,0.04,0.40,0.36,0.40,Matches
0ba976e4,Ansu Fati,es ESP,FW,es Barcelona,18,2002,3,1,154,1.7,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,2,4,15,0.58,0.00,0.58,0.58,0.58,0.24,0.07,0.31,0.24,0.31,Matches
89151b16,Zouhair Feddal,ma MAR,DF,pt Sporting CP,32,1989,6,5,451,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
51a3c4c8,Felipe,br BRA,DF,es Atlético Madrid,32,1989,7,6,469,5.2,0,0,0,0,0,0,3,2,0.1,0.1,0.0,0.1,1,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
8aafd64f,João Félix,pt POR,"FW,MF",es Atlético Madrid,21,1999,8,7,568,6.3,1,1,2,1,0,0,2,0,0.7,0.7,0.9,1.7,19,20,33,0.16,0.16,0.32,0.16,0.32,0.11,0.15,0.26,0.11,0.26,Matches
507c7bdf,Bruno Fernandes,pt POR,MF,eng Manchester Utd,26,1994,7,6,518,5.8,0,7,7,0,0,0,0,0,0.5,0.5,3.5,4.0,8,45,42,0.00,1.22,1.22,0.00,1.22,0.08,0.61,0.69,0.08,0.69,Matches
101da2b5,Fernandinho,br BRA,"MF,DF",eng Manchester City,36,1985,8,2,353,3.9,0,2,2,0,0,0,1,0,0.8,0.8,1.1,2.0,7,39,7,0.00,0.51,0.51,0.00,0.51,0.24,0.31,0.54,0.24,0.54,Matches
fe29c96e,Fernando,br BRA,DF,md Sheriff Tiraspol,22,1998,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,11,13,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
41f32541,Fernando,br BRA,MF,es Sevilla,34,1987,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,20,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
d9d43555,Fernando,br BRA,FW,ua Shakhtar,22,1999,5,5,346,3.8,2,0,2,2,0,0,1,0,1.6,1.6,0.1,1.7,10,4,25,0.52,0.00,0.52,0.52,0.52,0.42,0.02,0.44,0.42,0.44,Matches
4c370d81,Roberto Firmino,br BRA,FW,eng Liverpool,29,1991,7,2,325,3.6,5,0,5,5,0,0,0,0,1.8,1.8,0.3,2.1,9,18,31,1.38,0.00,1.38,1.38,1.38,0.50,0.08,0.57,0.50,0.57,Matches
e288d4b3,Alessandro Florenzi,it ITA,"DF,FW",it Milan,30,1991,4,0,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,5,2,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,Matches
ed1e53f3,Phil Foden,eng ENG,FW,eng Manchester City,21,2000,11,8,658,7.3,3,2,5,3,0,0,1,0,3.6,3.6,2.2,5.8,25,20,79,0.41,0.27,0.68,0.41,0.68,0.52,0.31,0.83,0.52,0.83,Matches
90f87966,José Fonte,pt POR,DF,fr Lille,37,1983,8,8,720,8.0,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.1,4,16,0,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches
