id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
99ea2ddd,Tomás Alarcón,cl CHI,MF,Cádiz,22,1999,15.8,31,20,17,10,4,10,31,32.3,21,19,7,12,30,61,31,0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,32,1989,29.4,47,34,12,26,9,27,47,57.4,20,26,6,20,33,80,41,1,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,35,1985,27.4,26,15,20,5,1,14,18,77.8,4,24,15,9,21,47,126,1,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Villarreal,27,1993,8.7,9,3,2,4,3,1,5,20.0,4,7,0,7,6,15,1,0,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Cádiz,30,1991,12.3,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14,0,Matches
bb08bce9,Omar Alderete,py PAR,DF,Valencia,24,1996,26.7,53,34,34,17,2,34,53,64.2,19,30,18,12,35,88,153,0,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Cádiz,26,1995,11.8,33,15,21,10,2,15,44,34.1,29,12,0,12,8,41,17,0,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Getafe,23,1998,25.8,27,19,11,13,3,9,48,18.8,39,21,2,19,15,42,16,0,Matches
683a1d81,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,21,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
6f392eb8,Hugo Álvarez,es ESP,FW,Celta Vigo,18,2003,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,26,1995,20.7,24,14,15,8,1,10,18,55.6,8,21,16,5,45,69,97,0,Matches
c9e99e49,Dani Alves,br BRA,DF,Barcelona,38,1983,12.2,30,19,13,13,4,14,26,53.8,12,10,3,7,11,41,10,2,Matches
69c5633e,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,19,2001,0.9,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
f3b1d9a2,Amath,sn SEN,"FW,MF",Mallorca,25,1996,9.8,21,11,11,6,4,7,17,41.2,10,12,0,12,7,28,7,0,Matches
dc008610,Florin Andone,ro ROU,FW,Cádiz,28,1993,2.0,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0,Matches
3024e383,José Ángel,es ESP,DF,Osasuna,31,1989,12.0,20,13,9,9,2,9,14,64.3,5,6,1,5,10,30,21,0,Matches
4a5f2032,Josep Antoni Gayá,es ESP,DF,Mallorca,21,2000,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,1,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,25,1995,29.6,62,37,19,32,11,20,68,29.4,48,35,5,30,32,94,18,0,Matches
27a013f7,Néstor Araujo,mx MEX,DF,Celta Vigo,29,1991,29.1,22,14,17,5,0,9,21,42.9,12,17,10,7,27,49,105,2,Matches
2bef2bca,Ronald Araújo,uy URU,DF,Barcelona,22,1999,25.2,41,23,29,12,0,21,25,84.0,4,37,20,17,23,64,66,1,Matches
94e01ec6,Jesús Areso,es ESP,DF,Osasuna,22,1999,2.1,3,3,2,1,0,0,2,0.0,2,0,0,0,0,3,2,1,Matches
484ebdb0,Matias Arezo,uy URU,"FW,MF",Granada,18,2002,1.8,5,3,2,1,2,4,9,44.4,5,1,0,1,1,6,1,0,Matches
fdd60087,Santiago Arias,co COL,DF,Granada,29,1992,4.9,12,5,8,3,1,4,9,44.4,5,8,4,4,5,17,10,0,Matches
759d8dd7,Santiago Arzamendia,py PAR,MF,Cádiz,23,1998,5.2,14,6,6,5,3,6,13,46.2,7,6,0,6,4,18,7,0,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,32,1989,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,0,Matches
b4c23f36,Alejandro Asensio,es ESP,FW,Rayo Vallecano,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",Real Madrid,25,1996,19.2,12,8,6,4,2,4,18,22.2,14,8,1,7,12,24,6,1,Matches
7dcf86f6,Iago Aspas,es ESP,FW,Celta Vigo,33,1987,34.3,14,7,1,5,8,4,24,16.7,20,23,2,21,11,25,19,0,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32,1989,12.0,2,2,0,1,1,0,5,0.0,5,9,1,8,2,4,4,0,Matches
9fec8860,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,27,1994,8.8,18,14,11,3,4,8,13,61.5,5,10,3,7,5,23,21,0,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,Villarreal,28,1992,11.2,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,25,0,Matches
253a06b9,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,20.8,17,7,6,7,4,7,21,33.3,14,14,2,12,13,30,15,1,Matches
bfd381b3,Iddrisu Baba,gh GHA,MF,Mallorca,25,1996,21.5,57,30,31,23,3,25,43,58.1,18,19,5,14,24,81,34,1,Matches
09a9e921,Carlos Bacca,co COL,FW,Granada,34,1986,5.7,4,4,2,0,2,0,3,0.0,3,5,0,5,1,5,5,0,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,29,1992,24.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,2,Matches
a98f3cbf,Miguel Baeza,es ESP,DF,Celta Vigo,21,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
5ccc9672,Alejandro Balde,es ESP,"DF,FW",Barcelona,17,2003,2.1,2,1,1,0,1,0,0,,0,2,2,0,1,3,1,0,Matches
a58bb1e1,Gareth Bale,wls WAL,FW,Real Madrid,32,1989,3.1,2,1,1,0,1,1,4,25.0,3,2,0,2,2,4,1,0,Matches
1fe67e86,Mikel Balenziaga,es ESP,DF,Athletic Club,33,1988,22.5,33,24,15,15,3,25,43,58.1,18,27,4,23,21,54,79,0,Matches
cee88597,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35.0,45,22,25,11,9,19,31,61.3,12,24,5,19,39,84,64,0,Matches
981c1863,Barbero,es ESP,"FW,MF",Osasuna,22,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
0c717ae6,Barcia,es ESP,DF,Granada,20,2000,0.8,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,1,Matches
cac2537b,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,18.9,29,12,12,14,3,12,35,34.3,23,13,2,11,10,39,7,0,Matches
03049c8c,Keidi Bare,al ALB,MF,Espanyol,23,1997,16.5,27,17,14,12,1,11,31,35.5,20,20,10,10,15,42,26,1,Matches
aad53e64,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,9.6,15,11,4,7,4,8,22,36.4,14,10,1,9,9,24,4,0,Matches
487d9b09,Antonio Barragán,es ESP,DF,Elche,34,1987,11.3,21,14,13,7,1,11,17,64.7,6,5,3,2,17,38,34,0,Matches
200e89e1,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,19,2001,6.1,15,10,9,6,0,8,18,44.4,10,7,0,7,2,17,2,0,Matches
b742cc0d,Marc Bartra,es ESP,DF,Betis,30,1991,22.1,39,14,18,17,4,19,35,54.3,16,39,22,17,33,72,105,1,Matches
42a028c5,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,2.2,7,4,2,4,1,4,5,80.0,1,1,0,1,3,10,1,0,Matches
d637fc22,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,13.1,32,16,13,19,0,15,30,50.0,15,21,10,11,10,42,36,0,Matches
debc6b55,Jon Bautista,es ESP,MF,Real Sociedad,26,1995,0.5,3,0,0,3,0,0,1,0.0,1,1,0,1,1,4,1,0,Matches
d8712bf9,Bebé,cv CPV,FW,Rayo Vallecano,31,1990,9.6,6,5,1,3,2,4,16,25.0,12,18,0,18,3,9,6,0,Matches
f874dd44,Héctor Bellerín,es ESP,DF,Betis,26,1995,22.0,52,32,29,20,3,31,44,70.5,13,11,2,9,23,75,57,1,Matches
ed5c5fa3,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,28.9,56,41,27,23,6,28,68,41.2,40,29,5,24,32,88,39,0,Matches
bef0a7ac,Darío Benedetto,ar ARG,"FW,MF",Elche,31,1990,6.6,5,1,2,2,1,3,6,50.0,3,4,0,4,1,6,1,0,Matches
50cbc806,Iker Benito,es ESP,"FW,MF",Osasuna,18,2002,1.3,2,1,1,0,1,0,1,0.0,1,2,0,2,0,2,2,0,Matches
a7416105,Pedro Benito,es ESP,FW,Cádiz,21,2000,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
70d74ece,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,28.8,11,9,5,3,3,2,9,22.2,7,10,0,10,4,15,13,0,Matches
b6e50615,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,11.3,25,11,10,11,4,7,14,50.0,7,19,6,13,13,38,25,0,Matches
dc1c2fce,Álex Berenguer,es ESP,MF,Athletic Club,26,1995,24.1,45,26,23,14,8,11,51,21.6,40,40,2,38,16,61,20,0,Matches
697295b1,Pedro Bigas,es ESP,DF,Elche,30,1990,17.2,24,10,16,8,0,9,20,45.0,11,21,16,5,18,42,77,1,Matches
506daeac,Blanco,es ESP,MF,Real Madrid,21,2000,0.3,2,0,1,1,0,0,0,,0,1,1,0,1,3,0,0,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches
d49f3e6b,Lucas Boyé,ar ARG,FW,Elche,25,1996,19.0,27,13,5,15,7,9,24,37.5,15,24,1,23,2,29,23,0,Matches
fd771f95,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,2.6,1,1,0,0,1,0,0,,0,2,0,2,1,2,1,0,Matches
4accb7e0,Darko Brašanac,rs SRB,MF,Osasuna,29,1992,26.7,35,22,19,14,2,14,40,35.0,26,25,8,17,25,60,15,0,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,38,1983,16.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,Matches
3d688b46,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,3.8,6,3,3,2,1,3,7,42.9,4,7,3,4,4,10,6,1,Matches
7b5ab7f2,Bryan,es ESP,"MF,FW",Valencia,20,2001,8.4,13,8,6,3,4,2,13,15.4,11,13,0,13,1,14,4,0,Matches
8f3565b3,Ante Budimir,hr CRO,FW,Osasuna,30,1991,19.3,24,10,3,15,6,6,19,31.6,13,22,4,18,3,27,16,0,Matches
5ab0ea87,Sergio Busquets,es ESP,MF,Barcelona,33,1988,35.5,93,49,31,48,14,46,83,55.4,37,44,8,36,45,138,31,0,Matches
505dce2b,Adrián Butzke,es ESP,FW,Granada,22,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
e7ab4179,Erick Cabaco,uy URU,DF,Getafe,26,1995,4.5,2,1,1,1,0,2,5,40.0,3,5,2,3,4,6,10,0,Matches
69cbc8b6,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37.0,37,24,27,10,0,21,34,61.8,13,32,23,9,44,81,222,2,Matches
e94d79e3,Martín Cáceres,uy URU,DF,Levante,34,1987,7.4,2,2,2,0,0,1,5,20.0,4,2,2,0,11,13,16,1,Matches
fe05804b,Cala,es ESP,DF,Cádiz,31,1989,10.5,9,4,9,0,0,8,17,47.1,9,12,6,6,12,21,56,0,Matches
da4e70e5,Calderón,es ESP,DF,Betis,21,2000,0.7,2,0,1,0,1,1,3,33.3,2,0,0,0,0,2,2,0,Matches
41b3069f,Fernando Calero,es ESP,DF,Espanyol,25,1995,12.1,17,10,12,5,0,8,13,61.5,5,7,2,5,16,33,63,1,Matches
b2d03887,Víctor Camarasa,es ESP,"MF,FW",Betis,27,1994,1.2,2,1,1,1,0,0,1,0.0,1,2,1,1,2,4,2,0,Matches
7b9c2d84,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,13.7,52,35,22,20,10,20,38,52.6,18,20,2,18,17,69,14,1,Matches
61220da2,José Campaña,es ESP,MF,Levante,28,1993,15.8,27,16,13,10,4,12,32,37.5,20,13,2,11,21,48,19,1,Matches
a6de370d,Sergio Canales,es ESP,"FW,MF",Betis,30,1991,31.0,24,14,8,12,4,10,35,28.6,25,16,1,15,10,34,12,0,Matches
4aa253fd,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,6.8,6,4,2,3,1,1,8,12.5,7,2,0,2,1,7,0,0,Matches
37f1cf47,Ander Capa,es ESP,DF,Athletic Club,29,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
5acc4a10,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,25.4,44,26,18,23,3,15,28,53.6,13,17,5,12,35,79,51,0,Matches
c4b888df,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,17.2,43,29,29,12,2,28,56,50.0,28,25,6,19,34,77,42,0,Matches
e1846dde,Cárdenas,es ESP,GK,Levante,24,1997,24.0,1,1,1,0,0,0,3,0.0,3,0,0,0,1,2,19,0,Matches
8249ff06,Carlo,es ESP,MF,Villarreal,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
b4a014b1,Diego Carlos,br BRA,DF,Sevilla,28,1993,32.9,35,24,20,13,2,16,24,66.7,8,48,33,15,24,59,120,5,Matches
2dce876a,Carmona,es ESP,DF,Sevilla,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
de39485a,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,27,1993,28.7,34,19,16,12,6,19,44,43.2,25,26,5,21,19,53,12,2,Matches
8f898ba8,Guido Carrillo,ar ARG,FW,Elche,30,1991,13.0,7,4,2,4,1,3,13,23.1,10,9,2,7,1,8,27,0,Matches
4958bfb2,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,17.2,43,28,21,15,7,15,26,57.7,11,22,8,14,20,63,38,2,Matches
dee86451,William Carvalho,pt POR,MF,Betis,29,1992,20.1,49,33,20,25,4,15,40,37.5,25,18,7,11,16,65,20,0,Matches
4d224fe8,Casemiro,br BRA,MF,Real Madrid,29,1992,28.5,79,51,45,30,4,30,67,44.8,37,65,19,46,38,117,65,3,Matches
58bc7d18,Kiko Casilla,es ESP,GK,Elche,34,1986,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,2,Matches
274ab13c,Catena,es ESP,DF,Rayo Vallecano,26,1994,36.0,39,23,24,15,0,25,42,59.5,17,26,19,7,30,69,168,3,Matches
c0617e2b,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,3.1,7,5,4,3,0,1,5,20.0,4,8,2,6,4,11,2,0,Matches
5e1028e5,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,20.0,73,41,35,22,16,33,77,42.9,44,38,2,36,21,94,19,0,Matches
9ed40a69,Chapela,es ESP,"MF,FW",Cádiz,22,1999,4.4,4,2,1,0,3,2,4,50.0,2,6,1,5,4,8,5,0,Matches
7f203b54,Chema,es ESP,MF,Getafe,29,1992,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
0ac94a23,Denis Cheryshev,ru RUS,"MF,FW",Valencia,30,1990,6.3,14,5,6,1,7,6,15,40.0,9,9,1,8,9,23,9,0,Matches
b8a642fc,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,14.8,13,9,6,5,2,3,6,50.0,3,7,0,7,5,18,4,0,Matches
ec1a731e,Víctor Chust,es ESP,DF,Cádiz,21,2000,20.3,19,10,14,4,1,11,17,64.7,6,20,8,12,16,35,87,0,Matches
04ac8285,Jasper Cillessen,nl NED,GK,Valencia,32,1989,16.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,0,Matches
9a0408b6,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,12.2,31,15,20,8,3,12,26,46.2,14,16,6,10,30,61,27,0,Matches
33a61a52,Carlos Clerc,es ESP,DF,Levante,29,1992,16.8,35,17,21,10,4,7,19,36.8,12,8,3,5,26,61,32,1,Matches
6d8f8441,Coke,es ESP,DF,Levante,34,1987,1.3,3,2,1,1,1,3,4,75.0,1,1,0,1,2,5,7,0,Matches
85dace26,Álex Collado,es ESP,"MF,FW",Granada,22,1999,11.3,27,12,6,16,5,12,31,38.7,19,28,2,26,6,33,11,0,Matches
15937e17,Eray Cömert,ch SUI,DF,Valencia,23,1998,4.5,5,3,4,1,0,3,6,50.0,3,3,2,1,2,7,6,0,Matches
5ae499d0,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,29.8,87,56,45,33,9,40,104,38.5,64,46,6,40,33,120,30,0,Matches
4eae5bc4,Diego Conde,es ESP,GK,Getafe,22,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
a6951bf8,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,9.2,26,17,9,11,6,11,20,55.0,9,15,5,10,19,45,11,0,Matches
fb938d24,Jesús Corona,mx MEX,"FW,DF",Sevilla,28,1993,12.9,12,7,7,5,0,3,6,50.0,3,4,0,4,8,20,6,0,Matches
01eb744d,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,20.6,16,8,5,10,1,7,29,24.1,22,25,2,23,10,26,4,0,Matches
c78b352d,Thierry Correia,pt POR,DF,Valencia,22,1999,15.7,35,23,26,6,3,14,29,48.3,15,20,5,15,19,54,27,0,Matches
f13d02a6,Hélder Costa,ao ANG,"MF,FW",Valencia,27,1994,12.4,27,16,11,9,7,14,41,34.1,27,12,1,11,3,30,9,0,Matches
808d48f3,Jaume Costa,es ESP,DF,Mallorca,33,1988,20.3,35,26,23,7,5,23,31,74.2,8,22,7,15,23,58,55,0,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,1,Matches
0ef89a37,Philippe Coutinho,br BRA,"MF,FW",Barcelona,29,1992,5.6,6,3,3,3,0,3,11,27.3,8,3,0,3,4,10,3,0,Matches
ad81ba78,Cristo,es ESP,DF,Real Sociedad,21,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
a56da3ba,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,21.5,28,21,15,12,1,8,16,50.0,8,15,12,3,16,44,58,1,Matches
1daec722,Marc Cucurella,es ESP,"MF,DF",Getafe,23,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
0abc51f2,Jorge Cuenca,es ESP,DF,Getafe,21,1999,29.8,46,32,30,15,1,21,28,75.0,7,29,14,15,39,85,155,0,Matches
dc62b55d,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,11.8,19,12,3,11,5,5,20,25.0,15,18,2,16,6,25,9,0,Matches
f08490a6,Arnaut Danjuma,nl NED,FW,Villarreal,24,1997,16.4,7,6,3,0,4,2,4,50.0,2,5,0,5,2,9,3,0,Matches
070a3904,Sergi Darder,es ESP,MF,Espanyol,27,1993,34.7,45,22,16,19,10,18,54,33.3,36,16,1,15,26,71,32,1,Matches
162efffd,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,23.9,55,30,22,25,8,30,60,50.0,30,24,3,21,21,76,17,2,Matches
fe641c1a,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,17.2,41,24,17,21,3,16,30,53.3,14,19,10,9,13,54,35,0,Matches
b19db005,Ousmane Dembélé,fr FRA,FW,Barcelona,24,1997,15.7,24,16,6,10,8,7,23,30.4,16,8,0,8,8,32,3,0,Matches
fa265f6d,Yusuf Demir,at AUT,FW,Barcelona,18,2003,2.1,3,1,1,1,1,2,5,40.0,3,1,0,1,2,5,1,0,Matches
5976f83e,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,16.8,32,15,21,10,1,13,18,72.2,5,22,4,18,2,34,18,0,Matches
244bc2c8,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,14.1,8,6,3,4,1,2,5,40.0,3,6,1,5,5,13,4,0,Matches
d2110326,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,21.6,35,24,18,15,2,13,23,56.5,10,29,17,12,30,65,87,3,Matches
17a1299d,Javier Díaz,es ESP,GK,Sevilla,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
3624ce4c,Víctor Díaz,es ESP,DF,Granada,33,1988,16.7,23,15,14,9,0,12,25,48.0,13,19,11,8,17,40,71,1,Matches
b5f63410,Landry Dimata,be BEL,"FW,MF",Espanyol,23,1997,6.0,2,2,1,1,0,1,4,25.0,3,0,0,0,1,3,7,0,Matches
fc70e345,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,30.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,3,Matches
b6160ad0,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,5,Matches
a4971d84,Djené,tg TOG,DF,Getafe,29,1991,34.6,44,26,24,16,4,23,34,67.6,11,24,5,19,59,103,109,2,Matches
3594a357,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,21,1999,2.4,7,3,2,2,3,4,8,50.0,4,3,0,3,2,9,2,0,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
c9cb972b,Jaume Doménech,es ESP,GK,Valencia,30,1990,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
3521abfe,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,3.8,4,1,4,0,0,4,6,66.7,2,2,1,1,4,8,21,0,Matches
d709cd5c,Mario Dominguez,es ESP,FW,Valencia,17,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
5e95c000,John Donald,es ESP,DF,Elche,20,2000,2.0,7,4,4,2,1,5,8,62.5,3,5,3,2,3,10,3,0,Matches
93090f69,Domingos Duarte,pt POR,DF,Granada,26,1995,18.7,18,14,9,9,0,6,11,54.5,5,27,20,7,22,40,82,0,Matches
aa0ac32d,Óscar Duarte,cr CRC,DF,Levante,32,1989,19.7,18,8,12,6,0,8,23,34.8,15,18,9,9,24,42,102,0,Matches
1fe0492d,Rubén Duarte,es ESP,DF,Alavés,25,1995,29.1,76,47,43,27,6,43,85,50.6,42,40,6,34,57,133,82,0,Matches
c261b5dd,Unai Dufur,es ESP,DF,Osasuna,22,1999,1.0,0,0,0,0,0,0,0,,0,1,0,1,4,4,4,0,Matches
37e103f8,Hugo Duro,es ESP,"DF,MF",Getafe,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
37e103f8,Hugo Duro,es ESP,"FW,MF",Valencia,21,1999,20.4,25,19,11,13,1,15,38,39.5,23,24,2,22,4,29,20,1,Matches
f7dc2ae5,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,23.4,21,14,16,5,0,10,20,50.0,10,19,13,6,29,50,86,0,Matches
db8f0eba,Adri Embarba,es ESP,"FW,MF",Espanyol,29,1992,22.1,44,29,22,15,7,26,69,37.7,43,35,3,32,19,63,30,0,Matches
df8b52a5,Emerson,br BRA,DF,Barcelona,22,1999,1.0,3,3,2,1,0,1,2,50.0,1,1,0,1,2,5,1,0,Matches
04e17fd5,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,14.2,10,5,5,2,3,4,11,36.4,7,9,1,8,4,14,18,0,Matches
3f79a1c8,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,14.4,30,14,9,20,1,13,34,38.2,21,27,2,25,21,51,28,0,Matches
67669ce7,Aarón Escandell,es ESP,GK,Granada,25,1995,3.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
b0616e3d,Sergio Escudero,es ESP,"DF,MF",Granada,31,1989,15.9,46,24,25,17,4,26,54,48.1,28,18,3,15,26,72,35,0,Matches
db001fa9,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37.0,107,63,58,39,10,44,112,39.3,68,45,10,35,54,161,87,1,Matches
ace50e9f,Estanis,es ESP,FW,Barcelona,17,2003,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
d38fdf53,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,17.5,36,22,20,11,5,17,24,70.8,7,13,5,8,25,61,29,2,Matches
bed68338,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,19,2001,6.4,17,9,9,5,3,5,8,62.5,3,3,0,3,9,26,0,0,Matches
66116290,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,9.3,2,1,0,1,1,1,4,25.0,3,4,1,3,2,4,11,0,Matches
72a84002,Fali,es ESP,"DF,MF",Cádiz,27,1993,20.0,32,19,24,8,0,17,32,53.1,15,26,16,10,24,56,82,0,Matches
de627c8a,Omar Faraj,se SWE,FW,Levante,19,2002,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
0ba976e4,Ansu Fati,es ESP,FW,Barcelona,18,2002,3.7,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0,0,Matches
38126309,Aleix Febas,es ESP,MF,Mallorca,25,1996,1.3,4,1,0,4,0,2,4,50.0,2,0,0,0,0,4,0,0,Matches
