id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,31,1986,6.0,10,1,0,0,0,13.0,0.33,+3.0,+0.50,29,106,27.4,125,14,63.2,46.4,40,67.5,53.2,97,3,3.1,3,0.50,11.9,Matches
7a2e46a8,Alisson,br BRA,GK,it Roma,24,1992,12.0,19,0,1,2,2,18.8,0.31,+1.8,+0.15,65,121,53.7,324,66,26.2,31.2,79,45.6,41.2,115,4,3.5,25,2.08,19.6,Matches
2f965a72,Alphonse Areola,fr FRA,GK,fr Paris S-G,24,1993,8.0,9,1,0,1,0,9.0,0.23,0.0,0.00,25,54,46.3,135,36,17.8,25.9,66,45.5,38.7,127,10,7.9,11,1.38,13.7,Matches
b7e7937d,Diego Benaglio,ch SUI,GK,fr Monaco,33,1983,3.0,9,0,0,0,0,6.0,0.42,-3.0,-0.99,8,27,29.6,51,11,37.3,34.7,18,44.4,38.8,30,1,3.3,4,1.33,19.4,Matches
0ef05b3e,Frank Boeckx,be BEL,GK,be Anderlecht,30,1986,3.0,8,0,0,1,0,6.5,0.35,-1.5,-0.52,17,43,39.5,71,11,45.1,37.3,19,57.9,44.9,24,0,0.0,4,1.33,17.9,Matches
10072610,Claudio Bravo,cl CHI,GK,eng Manchester City,34,1983,1.0,2,0,0,0,0,1.1,0.35,-0.9,-0.94,5,8,62.5,40,5,15.0,22.7,4,50.0,39.0,3,0,0.0,5,5.00,24.7,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,it Juventus,39,1978,9.0,11,0,1,0,1,11.1,0.34,+1.1,+0.12,42,98,42.9,166,29,31.9,33.8,77,58.4,45.1,106,1,0.9,7,0.78,14.6,Matches
9d12e142,Roman Bürki,ch SUI,GK,de Dortmund,26,1990,6.0,13,0,0,0,0,12.8,0.36,-0.2,-0.04,13,65,20.0,220,42,23.6,30.8,34,38.2,43.4,56,6,10.7,8,1.34,15.4,Matches
58bc7d18,Kiko Casilla,es ESP,GK,es Real Madrid,30,1986,2.0,3,0,0,0,0,3.1,0.34,+0.1,+0.03,7,17,41.2,45,13,28.9,29.8,10,40.0,39.9,21,2,9.5,1,0.50,11.1,Matches
1ddbb0da,Iker Casillas,es ESP,GK,pt Porto,36,1981,3.0,3,0,0,0,0,2.7,0.25,-0.3,-0.10,14,54,25.9,93,20,38.7,35.5,25,72.0,51.7,48,5,10.4,1,0.33,8.1,Matches
f619413f,Júlio César,br BRA,GK,pt Benfica,37,1979,1.0,5,1,0,0,0,3.8,0.36,-1.2,-1.17,3,12,25.0,20,0,40.0,33.4,6,66.7,49.0,4,0,0.0,1,1.00,16.7,Matches
04ac8285,Jasper Cillessen,nl NED,GK,es Barcelona,28,1989,1.0,0,0,0,0,0,1.1,0.38,+1.1,+1.14,6,11,54.5,34,6,26.5,28.9,4,50.0,47.5,10,2,20.0,0,0.00,10.0,Matches
1840e36d,Thibaut Courtois,be BEL,GK,eng Chelsea,25,1992,8.0,12,1,0,1,0,8.8,0.25,-3.2,-0.40,26,88,29.5,170,43,38.2,36.1,58,39.7,42.3,65,3,4.6,3,0.38,13.5,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,23,1993,9.0,10,2,0,0,0,12.9,0.30,+2.9,+0.32,29,64,45.3,263,43,18.3,26.7,46,34.8,40.5,67,5,7.5,13,1.44,16.0,Matches
af245161,Fabricio,es ESP,GK,tr Beşiktaş,29,1987,6.0,9,0,0,0,1,9.3,0.30,+1.3,+0.22,58,160,36.3,157,18,63.1,44.6,65,93.8,57.0,100,9,9.0,7,1.17,13.4,Matches
7ba6d84e,David de Gea,es ESP,GK,eng Manchester Utd,26,1990,6.0,3,0,0,1,0,7.3,0.27,+4.3,+0.71,50,126,39.7,147,22,56.5,40.4,56,76.8,54.0,68,1,1.5,3,0.50,12.9,Matches
b15780e3,Craig Gordon,sct SCO,GK,sct Celtic,34,1982,6.0,18,1,0,2,2,16.8,0.42,+0.8,+0.13,39,114,34.2,198,34,42.9,35.5,55,52.7,41.3,92,2,2.2,4,0.67,13.5,Matches
2f061b36,Raúl Gudiño,mx MEX,GK,cy APOEL FC,21,1996,0.5,1,0,0,1,0,0.8,0.28,-0.2,-0.32,7,17,41.2,9,0,100.0,60.0,8,100.0,64.8,8,0,0.0,0,0.00,11.0,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,de RB Leipzig,27,1990,6.0,11,1,0,3,0,7.8,0.28,-3.2,-0.54,35,90,38.9,174,32,35.1,34.0,41,70.7,51.1,81,2,2.5,7,1.17,15.2,Matches
bc1f61c9,Jasmin Handanović,si SVN,GK,si NK Maribor,39,1978,6.0,16,1,0,1,0,16.8,0.32,+0.8,+0.13,51,127,40.2,138,33,49.3,38.3,78,75.6,51.6,137,3,2.2,2,0.33,10.1,Matches
ffc1c226,Brad Jones,au AUS,GK,nl Feyenoord,35,1982,5.0,13,0,0,3,0,8.5,0.36,-4.5,-0.89,22,103,21.4,152,24,43.4,35.4,47,78.7,56.2,51,3,5.9,4,0.80,12.2,Matches
62ba5881,Stefanos Kapino,gr GRE,GK,gr Olympiacos,23,1994,1.0,3,0,0,0,0,2.3,0.38,-0.7,-0.73,6,12,50.0,21,2,42.9,36.2,6,50.0,53.7,3,0,0.0,0,0.00,11.0,Matches
32e7ce92,Loris Karius,de GER,GK,eng Liverpool,24,1993,13.0,16,3,1,1,1,14.0,0.27,-1.0,-0.07,44,215,20.5,336,53,46.1,37.7,95,63.2,50.2,164,12,7.3,13,1.00,13.8,Matches
8f62b6ee,Hugo Lloris,fr FRA,GK,eng Tottenham,30,1986,7.0,8,2,0,0,0,10.9,0.27,+2.9,+0.42,48,119,40.3,194,40,44.3,38.0,52,63.5,49.4,108,4,3.7,8,1.14,16.4,Matches
ecada4fc,Keylor Navas,cr CRC,GK,es Real Madrid,30,1986,11.0,13,0,0,2,1,15.5,0.36,+3.5,+0.31,34,100,34.0,191,53,33.5,35.5,60,60.0,48.5,163,6,3.7,6,0.55,11.1,Matches
8778c910,Manuel Neuer,de GER,GK,de Bayern Munich,31,1986,1.0,0,0,0,0,0,0.2,0.17,+0.2,+0.17,3,4,75.0,21,1,19.0,28.0,3,0.0,29.3,3,0,0.0,1,1.00,18.5,Matches
ee8508c0,Jan Oblak,si SVN,GK,es Atlético Madrid,24,1993,6.0,4,0,0,1,1,4.6,0.27,+1.6,+0.26,22,72,30.6,79,16,45.6,36.8,46,78.3,50.6,57,2,3.5,2,0.33,16.7,Matches
79b0d6a0,Rui Patrício,pt POR,GK,pt Sporting CP,29,1988,6.0,9,0,1,1,2,7.9,0.28,+0.9,+0.14,48,122,39.3,156,16,58.3,39.9,42,73.8,49.6,72,3,4.2,4,0.67,10.3,Matches
d7ffd345,Nauzet Pérez,es ESP,GK,cy APOEL FC,32,1985,3.0,10,0,0,1,0,7.2,0.28,-2.8,-0.94,31,70,44.3,62,13,66.1,46.4,29,100.0,67.9,59,0,0.0,5,1.67,12.8,Matches
c8a88acd,Silvio Proto,be BEL,GK,gr Olympiacos,34,1983,5.0,10,0,1,1,1,11.1,0.36,+2.1,+0.41,27,85,31.8,96,15,57.3,44.4,44,68.2,50.5,87,5,5.7,2,0.40,10.3,Matches
34c3b935,Andriy Pyatov,ua UKR,GK,ua Shakhtar,33,1984,8.0,11,2,0,1,0,14.9,0.28,+3.9,+0.49,85,186,45.7,374,58,41.2,36.2,63,50.8,42.5,127,10,7.9,6,0.75,13.5,Matches
50310821,Artyom Rebrov,ru RUS,GK,ru Spartak Moscow,33,1984,1.8,2,0,0,0,0,2.5,0.23,+0.5,+0.30,12,28,42.9,33,10,51.5,40.3,22,50.0,41.5,31,2,6.5,0,0.00,6.6,Matches
e358587b,Pepe Reina,es ESP,GK,it Napoli,34,1982,6.0,11,0,0,3,0,9.1,0.28,-1.9,-0.31,24,46,52.2,153,36,21.6,27.1,33,39.4,37.5,48,0,0.0,3,0.50,10.7,Matches
5f0241b2,Sergio Rico,es ESP,GK,es Sevilla,23,1993,8.0,13,0,0,3,0,10.1,0.37,-2.9,-0.36,34,81,42.0,122,36,39.3,33.8,53,62.3,46.7,72,2,2.8,6,0.75,16.1,Matches
1e26e376,Sergio Romero,ar ARG,GK,eng Manchester Utd,30,1987,2.0,2,0,0,0,0,2.2,0.24,+0.2,+0.10,14,37,37.8,39,5,59.0,43.5,15,93.3,61.1,24,0,0.0,2,1.00,14.8,Matches
903b6e8b,José Sá,pt POR,GK,pt Porto,24,1993,5.0,12,1,0,1,0,10.0,0.40,-2.0,-0.40,22,66,33.3,121,18,32.2,30.8,37,73.0,53.2,57,1,1.8,3,0.60,16.7,Matches
56bf1cc0,Ibrahim Šehić,ba BIH,GK,az Qarabağ FK,28,1988,6.0,14,2,0,3,1,13.9,0.26,+0.9,+0.15,39,145,26.9,170,29,54.1,40.5,61,86.9,57.6,103,9,8.7,2,0.33,8.7,Matches
972d595a,Aleksandr Selikhov,ru RUS,GK,ru Spartak Moscow,23,1994,4.2,11,1,0,2,0,10.5,0.38,-0.5,-0.11,32,64,50.0,88,24,45.5,39.6,34,70.6,54.3,55,4,7.3,2,0.47,12.7,Matches
834b5c4c,Matz Sels,be BEL,GK,be Anderlecht,25,1992,3.0,9,1,1,0,0,7.3,0.29,-1.7,-0.58,31,76,40.8,63,8,71.4,45.5,37,83.8,56.4,36,0,0.0,3,1.00,14.7,Matches
8f8c6934,David Soria,es ESP,GK,es Sevilla,24,1993,2.0,2,0,0,0,1,2.0,0.20,+1.0,+0.50,17,32,53.1,54,10,27.8,29.7,26,65.4,42.7,39,2,5.1,2,1.00,10.0,Matches
f6db3bd5,Danijel Subašić,hr CRO,GK,fr Monaco,32,1984,3.0,7,2,0,0,1,4.9,0.29,-1.1,-0.38,13,46,28.3,70,13,54.3,39.8,21,38.1,41.4,37,2,5.4,1,0.33,13.7,Matches
bcf5058a,Mile Svilar,rs SRB,GK,pt Benfica,17,1999,3.0,5,1,1,0,1,4.7,0.21,+0.7,+0.22,19,50,38.0,66,14,40.9,33.8,25,92.0,55.8,32,0,0.0,11,3.67,19.4,Matches
01b8a2b2,Wojciech Szczęsny,pl POL,GK,it Juventus,27,1990,1.0,1,1,0,0,0,2.0,0.26,+1.0,+1.01,5,9,55.6,26,6,26.9,31.6,7,28.6,30.9,15,0,0.0,0,0.00,,Matches
6f51e382,Marc-André ter Stegen,de GER,GK,es Barcelona,25,1992,9.0,6,1,0,3,0,8.8,0.29,+2.8,+0.32,28,81,34.6,250,40,20.8,28.3,61,47.5,44.0,94,3,3.2,7,0.78,17.6,Matches
7d3e7da6,Sven Ulreich,de GER,GK,de Bayern Munich,28,1988,11.0,12,0,0,0,0,13.3,0.32,+1.3,+0.12,56,139,40.3,294,55,37.1,33.4,64,46.9,39.8,96,2,2.1,13,1.18,16.3,Matches
7b456af7,Tomáš Vaclík,cz CZE,GK,ch Basel,28,1989,8.0,10,0,0,2,0,9.9,0.37,-0.1,-0.01,34,128,26.6,192,45,43.8,36.4,70,62.9,46.2,93,6,6.5,15,1.88,18.0,Matches
2bea06e0,Bruno Varela,pt POR,GK,pt Benfica,22,1994,2.0,4,1,0,1,1,3.7,0.32,+0.7,+0.33,11,26,42.3,51,13,35.3,32.7,16,50.0,43.8,18,1,5.6,3,1.50,17.5,Matches
22a94b80,Kenneth Vermeer,nl NED,GK,nl Feyenoord,31,1986,1.0,1,0,0,0,0,1.2,0.31,+0.2,+0.24,13,28,46.4,32,5,65.6,44.5,8,87.5,55.4,14,1,7.1,0,0.00,9.3,Matches
1bebde9d,Michel Vorm,nl NED,GK,eng Tottenham,33,1983,1.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,10,3,0.0,22.2,5,0.0,27.6,12,0,0.0,0,0.00,10.0,Matches
110338ae,Boy Waterman,nl NED,GK,cy APOEL FC,33,1984,2.5,6,1,0,0,0,5.3,0.40,-0.7,-0.27,26,59,44.1,51,6,56.9,41.3,32,93.8,62.7,51,4,7.8,0,0.00,11.0,Matches
