id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
5bc43860,Brenden Aaronson,us USA,MF,at RB Salzburg,20,2000,8,714,89,99.2,7.9,8,89,7,0,,0,1.70,10,14,-4,-0.50,-0.50,12.2,12.7,-0.5,-0.06,-0.67,Matches
47aaf574,Malik Abubakari,gh GHA,FW,se Malmö,21,2000,4,119,30,22.0,1.3,0,,0,4,30,2,1.13,0,4,-4,-3.03,-1.10,0.3,3.9,-3.6,-2.72,-0.60,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,29,1991,5,378,76,70.0,4.2,5,76,3,0,,0,1.20,4,3,+1,+0.24,+0.79,5.2,5.9,-0.8,-0.18,-0.30,Matches
2b09d998,Tyler Adams,us USA,MF,de RB Leipzig,22,1999,5,293,59,54.3,3.3,3,84,2,2,20,0,0.80,7,12,-5,-1.54,-3.72,6.1,8.1,-2.0,-0.63,-2.26,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,20,2001,8,237,30,32.9,2.6,1,60,0,7,25,0,1.56,1,6,-5,-1.90,-2.09,2.2,6.2,-4.0,-1.54,-2.20,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,7,630,90,87.5,7.0,7,90,7,0,,1,1.43,12,13,-1,-0.14,+1.86,11.0,10.6,+0.3,+0.05,+0.92,Matches
6af56975,Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,6,488,81,90.4,5.4,6,81,3,0,,0,1.75,6,9,-3,-0.55,+1.18,4.2,10.5,-6.3,-1.17,+1.57,Matches
501055d8,Karim Adeyemi,de GER,FW,at RB Salzburg,19,2002,8,602,75,83.6,6.7,8,75,1,0,,0,1.70,9,11,-2,-0.30,+1.23,11.6,11.2,+0.4,+0.06,+0.75,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,34,1987,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,24,1997,6,502,84,93.0,5.6,6,84,4,0,,0,1.45,7,12,-5,-0.90,-0.90,6.6,9.7,-3.1,-0.55,-0.84,Matches
4d034881,Sergio Agüero,ar ARG,FW,es Barcelona,33,1988,1,16,16,3.0,0.2,0,,0,1,16,0,3.00,0,0,0,0.00,+1.20,0.0,0.0,0.0,+0.16,+0.72,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,se Malmö,22,1999,5,412,82,76.3,4.6,5,82,4,0,,0,1.25,1,8,-7,-1.53,+2.69,1.5,11.0,-9.5,-2.08,+0.71,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,26,1995,5,450,90,83.3,5.0,5,90,5,0,,0,1.20,5,11,-6,-1.20,-6.20,7.9,7.6,+0.3,+0.07,-3.43,Matches
eaeca114,Nathan Aké,nl NED,DF,eng Manchester City,26,1995,6,326,54,29.4,3.6,3,89,2,3,20,5,2.17,10,6,+4,+1.10,+0.07,7.7,4.1,+3.7,+1.02,-0.30,Matches
b8bd60fe,Ilias Akhomach,es ESP,FW,es Barcelona,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
05439de2,David Alaba,at AUT,DF,es Real Madrid,29,1992,12,1039,87,84.5,11.5,12,87,10,0,,1,2.00,24,11,+13,+1.13,+0.18,17.4,17.1,+0.3,+0.02,-0.21,Matches
4601e194,Jordi Alba,es ESP,"DF,FW",es Barcelona,32,1989,5,373,75,69.1,4.1,5,75,3,0,,0,1.40,2,2,0,0.00,+3.77,4.7,3.8,+1.0,+0.23,+2.48,Matches
4bd414c1,Raúl Albiol,es ESP,DF,es Villarreal,35,1985,12,1042,87,96.5,11.6,12,87,9,0,,0,1.50,18,15,+3,+0.26,-2.11,17.5,17.1,+0.4,+0.03,-1.11,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,es Villarreal,27,1993,3,74,25,6.9,0.8,1,57,0,2,9,7,0.00,1,0,+1,+1.22,+0.95,1.4,1.2,+0.2,+0.24,+0.18,Matches
77e84962,Thiago Alcántara,es ESP,MF,eng Liverpool,30,1991,10,601,60,51.4,6.7,7,74,1,3,29,0,2.20,11,7,+4,+0.60,-1.30,10.8,6.7,+4.1,+0.61,-0.99,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,22,1998,9,791,88,67.6,8.8,9,88,5,0,,3,2.33,18,9,+9,+1.02,-0.64,19.2,8.4,+10.8,+1.23,+0.42,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,28,1992,13,1170,90,100.0,13.0,13,90,13,0,,0,2.38,30,14,+16,+1.23,,27.3,13.1,+14.2,+1.09,,Matches
01df0dc4,Teddy Alloh,fr FRA,DF,fr Paris S-G,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
67b3d74b,André Almeida,pt POR,"DF,MF",pt Benfica,30,1990,5,236,47,26.2,2.6,3,73,2,2,9,2,1.71,3,0,+3,+1.14,+1.96,3.6,3.5,+0.1,+0.04,+1.36,Matches
f4290206,Marcos Alonso,es ESP,"DF,MF",eng Chelsea,30,1990,8,548,69,58.9,6.1,6,84,3,2,21,2,2.38,10,4,+6,+0.99,-0.19,8.5,5.1,+3.4,+0.59,-0.40,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,be Club Brugge,28,1993,5,405,81,75.0,4.5,5,81,3,0,,0,0.80,4,14,-10,-2.22,+0.44,4.6,11.7,-7.2,-1.60,+2.53,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,23,1997,7,556,79,77.2,6.2,7,79,4,0,,0,2.29,17,6,+11,+1.78,+0.13,14.7,7.6,+7.1,+1.15,+0.13,Matches
13619663,Iker Álvarez,ad AND,GK,es Villarreal,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
00a2c297,Pedro Álvaro,pt POR,DF,pt Benfica,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
24fc70d3,Mohamed Aly Camara,gn GUI,DF,ch Young Boys,23,1997,4,346,87,64.1,3.8,4,87,3,0,,0,1.80,4,7,-3,-0.78,+0.15,5.5,6.9,-1.5,-0.38,+0.32,Matches
ef9c1c95,Benjamin André,fr FRA,MF,fr Lille,30,1990,7,630,90,87.5,7.0,7,90,7,0,,0,1.14,7,8,-1,-0.14,-1.14,9.7,7.1,+2.7,+0.38,+0.12,Matches
4e3f5992,Oleksandr Andriyevskyi,ua UKR,MF,ua Dynamo Kyiv,27,1994,2,95,48,17.6,1.1,1,90,1,1,5,4,0.00,0,5,-5,-4.74,-3.73,0.3,2.7,-2.4,-2.30,-1.82,Matches
30941e96,Angeliño,es ESP,DF,de RB Leipzig,24,1997,5,430,86,79.6,4.8,5,86,3,0,,0,1.40,14,11,+3,+0.63,+2.26,11.9,8.1,+3.7,+0.78,+1.85,Matches
a8b7abb5,Denys Antiukh,ua UKR,MF,ua Dynamo Kyiv,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
108fe016,Marcos Antônio,br BRA,MF,ua Shakhtar,21,2000,5,256,51,47.4,2.8,2,77,1,3,34,1,1.22,1,9,-8,-2.81,-2.18,4.0,4.7,-0.8,-0.27,+0.54,Matches
99127249,Antony,br BRA,FW,nl Ajax,21,2000,7,574,82,79.7,6.4,7,82,4,0,,0,2.29,20,7,+13,+2.04,+1.42,16.3,7.7,+8.6,+1.35,+1.16,Matches
353eb529,Henrique Araújo,pt POR,FW,pt Benfica,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2bef2bca,Ronald Araújo,uy URU,DF,es Barcelona,22,1999,5,367,73,68.0,4.1,4,89,3,1,12,0,0.80,0,9,-9,-2.21,-3.25,3.1,8.0,-4.9,-1.20,-2.08,Matches
0fa11d7d,Tomás Araújo,pt POR,DF,pt Benfica,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
df418fc0,Danilo Arboleda,co COL,DF,md Sheriff Tiraspol,26,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.93,7,11,-4,-0.67,,4.4,12.2,-7.9,-1.32,,Matches
86e119e0,Maximilian Arnold,de GER,MF,de Wolfsburg,27,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,5,10,-5,-0.83,,4.8,11.1,-6.2,-1.04,,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,26,1994,1,90,90,9.7,1.0,1,90,1,0,,9,1.00,3,3,0,0.00,-1.18,2.7,2.6,0.0,+0.03,-0.81,Matches
bdf1db39,Rocco Ascone,fr FRA,FW,fr Lille,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,es Villarreal,32,1989,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",es Real Madrid,25,1996,8,209,26,17.0,2.3,2,64,0,6,14,5,2.25,5,1,+4,+1.72,+0.75,2.9,4.5,-1.5,-0.77,-0.98,Matches
55b93ae0,Giorgos Athanasiadis,gr GRE,GK,md Sheriff Tiraspol,28,1993,5,450,90,83.3,5.0,5,90,5,0,,0,2.08,6,8,-2,-0.40,+1.60,4.0,10.0,-6.0,-1.21,+0.66,Matches
9fec8860,Ludwig Augustinsson,se SWE,DF,es Sevilla,27,1994,3,80,27,14.8,0.9,1,52,0,2,14,3,1.33,1,1,0,0.00,0.00,1.5,0.6,+0.9,+1.05,+1.33,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,es Villarreal,28,1992,5,132,26,12.2,1.5,1,90,1,4,11,1,1.40,3,0,+3,+2.05,+1.95,2.7,2.6,0.0,+0.01,-0.07,Matches
10549b49,Sardar Azmoun,ir IRN,FW,ru Zenit,26,1995,5,304,61,56.3,3.4,3,86,2,2,23,0,0.80,6,8,-2,-0.59,-1.35,5.8,6.4,-0.6,-0.17,-1.12,Matches
53cad200,César Azpilicueta,es ESP,DF,eng Chelsea,31,1989,9,677,75,72.8,7.5,8,82,5,1,20,0,2.20,18,10,+8,+1.06,0.00,12.9,8.6,+4.4,+0.58,-0.71,Matches
a1232f4e,Eric Bailly,ci CIV,DF,eng Manchester Utd,27,1994,2,180,90,25.0,2.0,2,90,2,0,,6,1.00,3,3,0,0.00,-0.33,2.2,2.8,-0.6,-0.31,-0.21,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,"MF,FW",it Milan,26,1994,3,59,20,10.9,0.7,0,,0,3,20,1,1.00,1,0,+1,+1.53,+2.27,1.2,1.3,-0.1,-0.15,+0.67,Matches
442b56fa,Ridle Baku,de GER,"FW,DF",de Wolfsburg,23,1998,6,411,69,76.1,4.6,5,77,2,1,28,0,0.83,5,7,-2,-0.44,+1.66,4.1,7.9,-3.8,-0.83,+0.88,Matches
5ccc9672,Alejandro Balde,es ESP,"DF,FW",es Barcelona,17,2003,2,21,11,3.9,0.2,0,,0,2,11,3,1.50,0,1,-1,-4.29,-3.25,0.1,1.8,-1.7,-7.19,-6.92,Matches
a58bb1e1,Gareth Bale,wls WAL,FW,es Real Madrid,32,1989,2,9,5,0.7,0.1,0,,0,2,5,4,1.50,0,1,-1,-10.00,-11.18,0.0,0.3,-0.3,-3.10,-3.18,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,26,1994,3,270,90,50.0,3.0,3,90,3,0,,0,1.57,3,6,-3,-1.00,-0.33,4.3,5.7,-1.5,-0.48,+0.02,Matches
f449640d,Fodé Ballo-Touré,sn SEN,"DF,MF",it Milan,24,1997,2,91,46,16.9,1.0,1,57,0,1,34,3,0.00,0,2,-2,-1.98,-1.78,0.2,2.4,-2.2,-2.22,-1.77,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"MF,FW",fr Lille,25,1996,6,469,78,65.1,5.2,5,87,4,1,32,0,1.17,5,5,0,0.00,0.00,6.1,4.3,+1.9,+0.36,-0.03,Matches
6928979a,Nicolò Barella,it ITA,MF,it Inter,24,1997,6,493,82,68.5,5.5,6,82,3,0,,0,1.67,8,3,+5,+0.91,+2.10,11.4,4.0,+7.4,+1.35,+2.30,Matches
3a24769f,Ross Barkley,eng ENG,MF,eng Chelsea,27,1993,3,97,32,10.4,1.1,1,64,0,2,17,3,1.33,2,2,0,0.00,-1.19,3.8,2.4,+1.4,+1.30,+0.59,Matches
8e7f49d3,Wílmar Barrios,co COL,"MF,DF",ru Zenit,27,1993,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,10,10,0,0.00,,9.8,8.0,+1.9,+0.31,,Matches
e61bdd69,Gil Bastião Dias,pt POR,FW,pt Benfica,24,1996,1,1,1,0.1,0.0,0,,0,1,1,3,2.00,0,0,0,0.00,+0.30,0.0,0.0,0.0,-2.99,-2.02,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,it Inter,22,1999,8,667,83,92.6,7.4,7,90,6,1,38,0,1.63,8,6,+2,+0.27,+0.27,11.6,7.4,+4.2,+0.57,-0.69,Matches
2973d8ff,Michy Batshuayi,be BEL,FW,tr Beşiktaş,27,1993,5,384,77,71.1,4.3,4,90,4,1,24,0,0.00,2,14,-12,-2.81,-0.50,3.2,15.3,-12.1,-2.84,-2.01,Matches
50dc94ce,Donny van de Beek,nl NED,MF,eng Manchester Utd,24,1997,4,204,51,28.3,2.3,3,67,1,1,4,2,1.25,3,1,+2,+0.88,+0.88,2.0,2.4,-0.3,-0.15,-0.01,Matches
71115017,Felix Beijmo,se SWE,DF,se Malmö,23,1998,0,,,,,0,,0,0,,1,2.33,,,,,,,,,,,Matches
57d88cf9,Jude Bellingham,eng ENG,"MF,FW",de Dortmund,18,2003,6,500,83,92.6,5.6,6,83,4,0,,0,1.50,9,10,-1,-0.18,-0.18,9.7,7.2,+2.5,+0.45,-2.52,Matches
10b26721,Alexandr Belousov,md MDA,MF,md Sheriff Tiraspol,23,1998,0,,,,,0,,0,0,,3,3.00,,,,,,,,,,,Matches
74dc806c,Hatem Ben Arfa,fr FRA,"FW,MF",fr Lille,34,1987,2,23,12,3.2,0.3,0,,0,2,12,0,0.00,0,0,0,0.00,0.00,0.2,0.5,-0.3,-1.29,-1.72,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,it Milan,23,1997,6,375,63,69.4,4.2,4,83,2,2,23,0,0.67,5,5,0,0.00,+1.64,4.0,7.9,-3.9,-0.93,-0.61,Matches
3b8674e6,Rodrigo Bentancur,uy URU,"MF,FW",it Juventus,24,1997,5,378,76,52.5,4.2,5,76,0,0,,1,2.40,5,3,+2,+0.48,+0.74,7.2,3.7,+3.5,+0.84,+1.05,Matches
70d74ece,Karim Benzema,fr FRA,FW,es Real Madrid,33,1987,12,1102,92,89.6,12.2,12,92,8,0,,0,2.00,27,13,+14,+1.14,+0.44,20.4,18.9,+1.5,+0.13,+0.50,Matches
713c144a,Steven Berghuis,nl NED,MF,nl Ajax,29,1991,8,622,78,86.4,6.9,8,78,2,0,,0,2.38,18,8,+10,+1.45,-2.23,16.8,9.5,+7.2,+1.04,-0.55,Matches
b59c2a92,Lucas Bergström,fi FIN,GK,eng Chelsea,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
ee93c1a9,Federico Bernardeschi,it ITA,"FW,MF",it Juventus,27,1994,5,289,58,40.1,3.2,4,70,0,1,8,0,2.40,5,3,+2,+0.62,+0.83,5.3,2.5,+2.7,+0.85,+0.86,Matches
17370b95,Bernardo,br BRA,"DF,MF",at RB Salzburg,26,1995,2,25,13,3.5,0.3,0,,0,2,13,4,2.00,1,0,+1,+3.60,+4.25,0.8,0.1,+0.7,+2.57,+2.73,Matches
4142f132,Paulo Bernardo,pt POR,MF,pt Benfica,19,2002,5,43,9,4.8,0.5,0,,0,5,9,2,1.60,1,1,0,0.00,+0.32,0.4,1.0,-0.6,-1.28,-0.33,Matches
07a821e4,Antoine Bernede,fr FRA,MF,at RB Salzburg,22,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
0d85a4e8,Marcus Bettinelli,eng ENG,GK,eng Chelsea,29,1992,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
c93ca6cd,Emre Bilgin,tr TUR,GK,tr Beşiktaş,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
636247ca,Veljko Birmančević,rs SRB,"MF,FW",se Malmö,23,1998,6,352,59,65.2,3.9,5,69,1,1,5,0,1.31,1,9,-8,-2.05,+0.35,1.1,9.0,-7.9,-2.01,+0.71,Matches
0f697e02,Nathan Bitu Mazala,fr FRA,MF,fr Paris S-G,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
848b190c,Markus Björkvist,se SWE,MF,se Malmö,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
506daeac,Blanco,es ESP,MF,es Real Madrid,21,2000,1,7,7,0.6,0.1,0,,0,1,7,4,3.00,0,0,0,0.00,-1.10,0.7,0.0,+0.7,+8.40,+8.39,Matches
691bef82,Daley Blind,nl NED,DF,nl Ajax,31,1990,8,571,71,79.3,6.3,7,80,4,1,14,0,2.38,18,6,+12,+1.89,+0.68,15.8,7.7,+8.1,+1.28,+0.77,Matches
7713c72a,Valerii Bondar,ua UKR,DF,ua Shakhtar,22,1999,1,90,90,16.7,1.0,1,90,1,0,,4,1.00,1,1,0,0.00,+2.00,2.0,1.0,+1.0,+1.02,+1.88,Matches
415568b5,Artem Bondarenko,ua UKR,MF,ua Shakhtar,20,2000,2,84,42,15.6,0.9,1,66,0,1,18,3,0.50,1,0,+1,+1.07,+3.24,1.8,0.4,+1.4,+1.47,+2.39,Matches
dd7b6eb8,Solomon Bonnah,nl NED,DF,de RB Leipzig,17,2003,1,11,11,2.0,0.1,0,,0,1,11,1,3.00,1,0,+1,+8.18,+8.18,0.7,0.0,+0.6,+5.22,+4.92,Matches
52ec54d0,Leonardo Bonucci,it ITA,DF,it Juventus,34,1987,7,579,83,80.4,6.4,6,89,5,1,45,0,2.29,10,6,+4,+0.62,+2.54,11.3,6.7,+4.7,+0.73,+2.00,Matches
4d1c4a5d,Gonçalo Borges,pt POR,MF,pt Porto,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
01834aa0,Sebastiaan Bornauw,be BEL,DF,de Wolfsburg,22,1999,3,205,68,38.0,2.3,2,90,2,1,25,2,0.67,2,4,-2,-0.88,-0.07,1.9,4.8,-2.9,-1.26,-0.36,Matches
ccce7025,Sven Botman,nl NED,DF,fr Lille,21,2000,5,417,83,57.9,4.6,5,83,4,0,,0,0.80,5,6,-1,-0.22,-0.51,6.7,4.2,+2.6,+0.55,+0.44,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,es Sevilla,30,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,5,5,0,0.00,,7.2,7.8,-0.6,-0.09,,Matches
1e064bfb,Denys Boyko,ua UKR,GK,ua Dynamo Kyiv,33,1988,1,90,90,16.7,1.0,1,90,1,0,,5,1.00,0,0,0,0.00,+2.00,0.6,1.0,-0.4,-0.42,+0.45,Matches
b797f558,Can Bozdogan,de GER,MF,tr Beşiktaş,20,2001,4,219,55,40.6,2.4,2,83,1,2,27,2,0.00,0,7,-7,-2.88,-0.35,1.8,7.5,-5.7,-2.33,-0.13,Matches
8bbe2df5,Domagoj Bradarić,hr CRO,DF,fr Lille,21,1999,1,14,14,1.9,0.2,0,,0,1,14,1,0.00,0,0,0,0.00,0.00,0.1,0.5,-0.4,-3.05,-3.49,Matches
bbd67769,Conor Bradley,nir NIR,FW,eng Liverpool,18,2003,1,1,1,0.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-1.23,0.0,0.0,0.0,-3.81,-4.90,Matches
0c152537,Daniel Bragança,pt POR,MF,pt Sporting CP,22,1999,5,133,27,18.5,1.5,1,80,0,4,13,2,1.20,2,4,-2,-1.35,-1.20,2.2,2.7,-0.5,-0.37,-0.38,Matches
a167537f,Julian Brandt,de GER,"MF,FW",de Dortmund,25,1996,5,395,79,73.1,4.4,4,78,2,1,83,0,1.20,5,10,-5,-1.14,-3.62,6.4,6.6,-0.2,-0.04,-2.51,Matches
4c184730,Brian Brobbey,nl NED,FW,nl Ajax,19,2002,1,10,10,1.4,0.1,0,,0,1,10,0,0.00,0,0,0,0.00,-1.77,0.0,0.0,0.0,+0.32,-0.81,Matches
4c184730,Brian Brobbey,nl NED,"FW,MF",de RB Leipzig,19,2002,4,108,27,20.0,1.2,1,65,0,3,14,0,1.50,5,2,+3,+2.50,+2.92,3.1,1.2,+1.8,+1.54,+1.42,Matches
e27da244,John Brooks,us USA,DF,de Wolfsburg,28,1993,4,329,82,60.9,3.7,4,82,2,0,,1,1.00,3,5,-2,-0.55,+0.73,2.9,5.7,-2.7,-0.75,+0.74,Matches
08d37c53,Franz Brorsson,se SWE,DF,se Malmö,25,1996,5,446,89,82.6,5.0,5,89,4,0,,1,0.90,1,12,-11,-2.22,-0.30,1.4,12.2,-10.8,-2.17,+0.45,Matches
33b8d077,Marcelo Brozović,hr CRO,MF,it Inter,28,1992,8,631,79,87.6,7.0,8,79,4,0,,0,1.63,9,6,+3,+0.43,+1.44,12.2,6.7,+5.5,+0.79,+1.35,Matches
44f050bc,Mykyta Burda,ua UKR,DF,ua Dynamo Kyiv,26,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
a4851d9e,Nicolas Bürgy,ch SUI,DF,ch Young Boys,25,1995,2,180,90,33.3,2.0,2,90,2,0,,4,0.50,3,5,-2,-1.00,-0.25,1.8,3.4,-1.7,-0.83,-0.50,Matches
eb2b33aa,Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,27,1994,5,450,90,83.3,5.0,5,90,5,0,,1,0.00,1,11,-10,-2.00,-2.00,,,,,,Matches
5ab0ea87,Sergio Busquets,es ESP,MF,es Barcelona,33,1988,6,485,81,89.8,5.4,6,81,4,0,,0,1.17,2,6,-4,-0.74,+4.17,6.1,6.4,-0.2,-0.04,+4.79,Matches
b8814868,Vitaliy Buyalskyi,ua UKR,"FW,MF",ua Dynamo Kyiv,28,1993,5,434,87,80.4,4.8,5,87,3,0,,0,0.20,1,6,-5,-1.04,+3.21,3.3,6.1,-2.8,-0.57,+1.12,Matches
d9915a0b,David Byazrov,ru RUS,GK,ru Zenit,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
e34e086c,Jovane Cabral,cv CPV,"FW,MF",pt Sporting CP,23,1998,3,81,27,11.3,0.9,1,45,0,2,18,1,1.00,1,3,-2,-2.22,-2.08,1.1,2.1,-1.0,-1.13,-1.20,Matches
93b891d1,Felipe Caicedo,ec ECU,"FW,MF",it Inter,32,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2146785a,Davide Calabria,it ITA,DF,it Milan,24,1996,4,315,79,58.3,3.5,4,79,3,0,,0,0.25,3,7,-4,-1.14,-1.54,2.6,6.9,-4.3,-1.22,-1.13,Matches
cd0fa27b,Hakan Çalhanoğlu,tr TUR,MF,it Inter,27,1994,6,416,69,57.8,4.6,5,76,1,1,36,1,1.17,3,3,0,0.00,-0.59,6.7,4.8,+2.0,+0.42,-0.46,Matches
9c4b9442,Ibrahima Camara,es ESP,DF,es Atlético Madrid,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
489e80e3,Mohamed Camara,ml MLI,MF,at RB Salzburg,21,2000,8,669,84,92.9,7.4,8,84,5,0,,0,1.70,8,12,-4,-0.54,-0.54,11.3,11.9,-0.7,-0.09,-0.43,Matches
7b9c2d84,Eduardo Camavinga,fr FRA,MF,es Real Madrid,18,2002,10,305,31,24.8,3.4,1,90,1,9,24,3,2.10,13,4,+9,+2.66,+2.07,8.8,4.6,+4.2,+1.54,+1.85,Matches
f479b945,Sergio Camus,es ESP,MF,es Atlético Madrid,24,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
a65ce836,Emre Can,de GER,DF,de Dortmund,27,1994,2,73,37,13.5,0.8,0,,0,2,37,0,0.00,0,2,-2,-2.47,-2.66,1.4,1.7,-0.3,-0.37,-1.16,Matches
bd6351cd,João Cancelo,pt POR,DF,eng Manchester City,27,1994,9,840,93,75.7,9.3,9,93,9,0,,0,2.11,24,11,+13,+1.39,+1.39,21.3,7.4,+13.9,+1.55,+1.18,Matches
6885cc44,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,23,1997,7,286,41,39.7,3.2,2,90,2,5,21,0,1.75,3,8,-5,-1.57,-1.78,3.1,6.9,-3.8,-1.20,-1.88,Matches
5acc4a10,Étienne Capoue,fr FRA,MF,es Villarreal,33,1988,12,1044,87,96.7,11.6,12,87,10,0,,0,1.50,19,15,+4,+0.34,+0.34,18.5,17.5,+1.0,+0.09,+0.46,Matches
b033f803,Franco Carboni,it ITA,FW,it Inter,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
4a5839fa,Fábio Cardoso,pt POR,DF,pt Porto,27,1994,2,156,78,28.9,1.7,1,90,1,1,66,2,0.00,1,7,-6,-3.46,-3.23,1.2,3.8,-2.6,-1.51,-1.94,Matches
b4a014b1,Diego Carlos,br BRA,DF,es Sevilla,28,1993,6,539,90,99.8,6.0,6,90,5,0,,0,1.00,4,5,-1,-0.17,-90.17,6.7,7.8,-1.1,-0.19,-50.19,Matches
2dce876a,Carmona,es ESP,DF,es Sevilla,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
de39485a,Yannick Carrasco,be BEL,"FW,MF",es Atlético Madrid,27,1993,7,471,67,52.3,5.2,6,75,3,1,22,0,1.14,3,7,-4,-0.76,-1.39,6.7,8.8,-2.1,-0.40,-0.62,Matches
3e1550ee,Scott Carson,eng ENG,GK,eng Manchester City,35,1985,1,18,18,1.6,0.2,0,,0,1,18,11,1.00,0,0,0,0.00,-1.07,0.7,0.5,+0.2,+0.91,-0.32,Matches
4958bfb2,Dani Carvajal,es ESP,DF,es Real Madrid,29,1992,11,955,87,77.6,10.6,11,87,7,0,,0,2.18,21,11,+10,+0.94,-0.69,13.7,18.4,-4.7,-0.48,-1.97,Matches
4d224fe8,Casemiro,br BRA,MF,es Real Madrid,29,1992,11,910,83,74.0,10.1,11,83,6,0,,1,2.18,17,8,+9,+0.89,-0.80,14.0,14.2,-0.2,-0.02,-0.32,Matches
0a396655,Frank Castañeda,co COL,"FW,MF",md Sheriff Tiraspol,27,1994,5,355,71,65.7,3.9,5,71,1,0,,1,1.92,4,8,-4,-1.01,-1.01,1.9,7.6,-5.7,-1.44,-0.37,Matches
db401046,Koen Casteels,be BEL,GK,de Wolfsburg,29,1992,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,5,8,-3,-0.60,+1.40,4.6,9.5,-5.0,-0.99,+0.29,Matches
28cb9f21,Geny Catamo,mz MOZ,MF,pt Sporting CP,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
527f063d,Edinson Cavani,uy URU,FW,eng Manchester Utd,34,1987,4,79,20,11.0,0.9,0,,0,4,20,0,1.75,4,0,+4,+4.56,+4.84,1.6,1.4,+0.3,+0.30,+0.50,Matches
c0617e2b,Dani Ceballos,es ESP,"MF,FW",es Real Madrid,24,1996,5,41,8,3.3,0.5,0,,0,5,8,2,1.80,1,0,+1,+2.20,+1.14,0.9,1.4,-0.5,-2.37,-2.47,Matches
2edbd8d5,Dumitru Celeadnic,md MDA,GK,md Sheriff Tiraspol,29,1992,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,3,-2,-2.00,-1.60,0.4,2.3,-1.9,-1.86,-0.66,Matches
