id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
39583cfd,Gerard Deulofeu,es ESP,FW,Watford,25,1994,28,2098,75,61.3,23.3,25,79,11,3,43,0,0.96,22,33,-11,-0.47,+0.69,27.7,35.5,-7.8,-0.34,-0.24,Matches
ac861941,Eric Dier,eng ENG,"DF,MF",Tottenham,25,1994,19,1344,71,39.3,14.9,15,85,13,4,18,13,1.95,26,23,+3,+0.20,-0.28,21.7,22.1,-0.4,-0.03,+0.23,Matches
1b84dbe1,Lucas Digne,fr FRA,DF,Everton,26,1993,35,3030,87,88.6,33.7,35,87,30,0,,1,1.29,37,49,-12,-0.36,-0.36,42.1,42.3,-0.2,-0.01,-0.63,Matches
a712ca2b,Issa Diop,fr FRA,DF,West Ham,22,1997,32,2766,86,80.9,30.7,31,89,30,1,3,4,1.03,39,54,-15,-0.49,-0.76,41.1,53.0,-11.9,-0.39,+0.08,Matches
254147d4,Moussa Djenepo,ml MLI,"MF,DF",Southampton,21,1998,18,928,52,27.1,10.3,10,74,4,8,23,3,1.28,15,13,+2,+0.19,+0.59,17.9,12.2,+5.6,+0.55,+0.63,Matches
a1f3f5a0,Mihai Dobre,ro ROU,MF,Bournemouth,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
d557d734,Matt Doherty,ie IRL,"MF,DF",Wolves,27,1992,36,2839,79,83.0,31.5,32,85,26,4,31,1,1.64,45,31,+14,+0.44,+0.91,46.9,29.5,+17.4,+0.55,+0.76,Matches
02b29014,Abdoulaye Doucouré,ml MLI,MF,Watford,26,1993,37,3156,85,92.3,35.1,36,86,25,1,45,0,0.89,33,61,-28,-0.80,-0.80,45.3,52.0,-6.7,-0.19,+0.68,Matches
5526deb1,Thomas Doyle,eng ENG,MF,Manchester City,17,2001,1,16,16,0.5,0.2,0,,0,1,16,5,3.00,1,0,+1,+5.63,+3.88,0.4,0.1,+0.4,+2.11,+0.65,Matches
2649ff32,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,259,65,7.6,2.9,4,65,0,0,,3,1.00,2,9,-7,-2.43,-1.89,2.3,7.3,-4.9,-1.72,-1.19,Matches
2649ff32,Danny Drinkwater,eng ENG,MF,Burnley,29,1990,1,58,58,1.7,0.6,1,58,0,0,,8,0.00,0,2,-2,-3.10,-2.97,0.2,2.0,-1.8,-2.85,-2.84,Matches
6a39bd42,Anthony Driscoll-Glennon,eng ENG,DF,Burnley,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
15ea94de,Josip Drmić,ch SUI,FW,Norwich City,26,1992,21,647,31,18.9,7.2,5,73,1,16,18,4,0.43,1,11,-10,-1.39,-0.13,7.2,10.8,-3.7,-0.51,+0.33,Matches
3a949a25,Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,38,58,-20,-0.53,,35.5,65.6,-30.1,-0.79,,Matches
79ca3e23,Ondrej Duda,sk SVK,MF,Norwich City,24,1994,10,724,72,21.2,8.0,9,79,3,1,11,3,0.70,3,9,-6,-0.75,+0.69,9.6,12.0,-2.4,-0.30,+0.61,Matches
7314bba4,Shane Duffy,ie IRL,DF,Brighton,27,1992,19,1238,65,36.2,13.8,12,90,12,7,23,13,1.16,13,18,-5,-0.36,+0.05,14.6,18.5,-3.9,-0.29,-0.06,Matches
3fe6bd8c,Paul Dummett,wls WAL,DF,Newcastle Utd,27,1991,16,1228,77,35.9,13.6,14,82,11,2,38,3,1.38,14,20,-6,-0.44,+0.14,10.7,21.0,-10.4,-0.76,+0.05,Matches
282f75f3,Lewis Dunk,eng ENG,DF,Brighton,27,1991,36,3230,90,94.4,35.9,36,90,35,0,,0,1.14,38,50,-12,-0.33,+1.09,43.8,50.4,-6.6,-0.18,+1.21,Matches
1fdfd6da,Jimmy Dunne,ie IRL,DF,Burnley,21,1997,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
54d9b72d,Jake Eastwood,eng ENG,GK,Sheffield Utd,22,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
3bb7b8b4,Ederson,br BRA,GK,Manchester City,25,1993,35,3071,88,89.8,34.1,35,88,34,0,,0,2.14,95,28,+67,+1.96,+1.96,86.6,30.5,+56.1,+1.64,+1.73,Matches
debe38a0,John Egan,ie IRL,DF,Sheffield Utd,26,1992,36,3187,89,93.2,35.4,36,89,34,0,,0,1.47,36,30,+6,+0.17,+2.49,40.8,45.8,-5.0,-0.14,+0.98,Matches
b1b25949,Rob Elliot,ie IRL,GK,Newcastle Utd,33,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
c8387671,Harvey Elliott,eng ENG,DF,Liverpool,16,2003,2,8,4,0.2,0.1,0,,0,2,4,10,3.00,0,0,0,0.00,-1.37,0.2,0.0,+0.2,+1.90,+1.08,Matches
615ef733,Ahmed Elmohamady,eg EGY,DF,Aston Villa,31,1987,18,1031,57,30.1,11.5,11,81,9,7,19,14,0.89,11,28,-17,-1.48,-1.14,12.4,24.5,-12.1,-1.06,-0.63,Matches
4fdf1fd9,Björn Engels,be BEL,DF,Aston Villa,24,1994,17,1447,85,42.3,16.1,15,89,14,2,57,4,0.65,20,32,-12,-0.75,-0.11,21.7,32.9,-11.2,-0.70,-0.14,Matches
980522ec,Christian Eriksen,dk DEN,"MF,FW",Tottenham,27,1992,20,1097,55,32.1,12.2,10,87,6,10,22,3,1.30,20,18,+2,+0.16,-0.30,14.1,18.2,-4.1,-0.34,-0.26,Matches
f8fcd2a5,Jonny Evans,nir NIR,DF,Leicester City,31,1988,38,3383,89,98.9,37.6,38,89,35,0,,0,1.63,64,40,+24,+0.64,-4.23,59.7,45.0,+14.7,+0.39,-4.54,Matches
9328b835,Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25,2117,85,61.9,23.5,25,85,23,0,,0,1.24,36,34,+2,+0.09,+1.12,32.2,36.8,-4.6,-0.19,+0.54,Matches
7f3b388c,Fabinho,br BRA,MF,Liverpool,25,1993,28,2079,74,60.8,23.1,22,89,21,6,22,2,2.46,50,26,+24,+1.04,-0.84,41.0,25.8,+15.2,+0.66,-0.41,Matches
1e43fad8,Ralf Fährmann,de GER,GK,Norwich City,30,1988,1,21,21,0.6,0.2,1,21,0,0,,19,0.00,0,1,-1,-4.29,-3.01,0.1,0.9,-0.8,-3.58,-2.82,Matches
9d9a71c1,Akin Famewo,eng ENG,MF,Norwich City,20,1998,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+1.29,0.0,0.1,-0.1,-6.07,-5.29,Matches
e5d01ecf,Kiko Femenía,es ESP,DF,Watford,28,1991,28,2237,80,65.4,24.9,26,85,20,2,18,3,0.86,23,46,-23,-0.93,-0.54,32.4,40.7,-8.3,-0.33,-0.26,Matches
507c7bdf,Bruno Fernandes,pt POR,MF,Manchester Utd,24,1994,14,1186,85,34.7,13.2,14,85,7,0,,0,2.29,28,6,+22,+1.67,+1.35,20.8,11.6,+9.2,+0.70,+0.08,Matches
e2dde94c,Gedson Fernandes,pt POR,"MF,DF",Tottenham,20,1999,7,68,10,2.0,0.8,0,,0,7,10,8,1.71,2,1,+1,+1.32,+0.97,2.7,1.6,+1.2,+1.56,+1.76,Matches
f25b010f,Federico Fernández,ar ARG,DF,Newcastle Utd,30,1989,32,2620,82,76.6,29.1,29,89,28,3,9,4,1.25,33,42,-9,-0.31,+0.93,30.0,51.8,-21.8,-0.75,+0.18,Matches
101da2b5,Fernandinho,br BRA,DF,Manchester City,34,1985,30,2397,80,70.1,26.6,26,87,21,4,35,6,2.07,63,26,+37,+1.39,-1.25,60.0,26.9,+33.0,+1.24,-0.76,Matches
f4765c97,Will Ferry,ie IRL,MF,Southampton,18,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
4c370d81,Roberto Firmino,br BRA,FW,Liverpool,27,1991,38,2988,79,87.4,33.2,34,84,14,4,33,0,2.61,75,26,+49,+1.48,+0.85,62.2,31.9,+30.3,+0.91,+0.74,Matches
b63e789d,John Fleck,sct SCO,MF,Sheffield Utd,27,1991,30,2516,84,73.6,28.0,28,87,26,2,38,0,1.30,26,30,-4,-0.14,-0.54,32.0,40.6,-8.6,-0.31,-0.37,Matches
ed1e53f3,Phil Foden,eng ENG,"FW,MF",Manchester City,19,2000,23,901,39,26.3,10.0,9,76,4,14,16,13,2.65,34,7,+27,+2.70,+1.27,21.8,9.3,+12.5,+1.25,-0.30,Matches
82927de4,Pablo Fornals,es ESP,"MF,FW",West Ham,23,1996,36,2172,60,63.5,24.1,24,79,7,12,24,1,1.08,34,35,-1,-0.04,+0.82,31.6,37.8,-6.3,-0.26,+0.39,Matches
c3e39f12,Fraser Forster,eng ENG,GK,Southampton,31,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
d0b3ceb9,Ben Foster,eng ENG,GK,Watford,36,1983,38,3420,90,100.0,38.0,38,90,38,0,,0,0.89,36,64,-28,-0.74,,48.9,58.1,-9.3,-0.24,,Matches
a9142dc3,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,3,136,45,4.0,1.5,2,68,1,1,1,0,2.33,3,1,+2,+1.32,+0.56,2.7,1.7,+1.1,+0.72,+0.08,Matches
45e17712,Dimitri Foulquier,fr FRA,"DF,MF",Watford,26,1993,3,59,20,1.7,0.7,1,32,0,2,14,6,0.33,0,6,-6,-9.15,-8.56,0.3,3.6,-3.3,-5.02,-4.86,Matches
6c7762c3,Juan Foyth,ar ARG,DF,Tottenham,21,1998,4,68,17,2.0,0.8,1,45,0,3,8,7,1.50,0,3,-3,-3.97,-4.43,0.9,0.6,+0.2,+0.27,+0.45,Matches
1e0b6a73,Simon Francis,eng ENG,DF,Bournemouth,34,1985,15,969,65,28.3,10.8,10,85,9,5,25,4,0.67,7,21,-14,-1.30,-0.90,10.5,20.1,-9.6,-0.89,-0.60,Matches
d56543a0,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,25,1994,28,2067,74,60.4,23.0,21,88,19,7,30,0,0.93,22,34,-12,-0.52,+0.34,26.6,38.7,-12.1,-0.53,-0.17,Matches
b853e0ad,Fred,br BRA,MF,Manchester Utd,26,1993,29,2163,75,63.2,24.0,23,88,21,6,22,5,1.66,35,26,+9,+0.37,-1.13,39.1,25.4,+13.7,+0.57,-0.21,Matches
c067631c,Ryan Fredericks,eng ENG,DF,West Ham,26,1992,27,2237,83,65.4,24.9,25,88,23,2,15,1,1.11,35,39,-4,-0.16,+0.52,32.8,42.0,-9.3,-0.37,+0.08,Matches
c13c24c8,Kieron Freeman,wls WAL,FW,Sheffield Utd,27,1992,2,7,4,0.2,0.1,0,,0,2,4,11,1.50,0,0,0,0.00,0.00,0.0,0.0,0.0,+0.38,+0.59,Matches
636b64cd,Luke Freeman,eng ENG,MF,Sheffield Utd,27,1992,11,366,33,10.7,4.1,3,73,1,8,18,13,1.27,5,5,0,0.00,0.00,5.5,4.1,+1.5,+0.36,+0.64,Matches
a67a09fb,Christian Fuchs,at AUT,DF,Leicester City,33,1986,11,772,70,22.6,8.6,8,90,7,3,18,5,1.82,15,10,+5,+0.58,-0.13,15.9,10.3,+5.6,+0.65,+0.28,Matches
2bed3eab,Eric García,es ESP,DF,Manchester City,18,2001,13,793,61,23.2,8.8,8,82,6,5,27,7,2.54,23,7,+16,+1.82,+0.07,20.9,8.0,+12.8,+1.46,-0.01,Matches
4e015693,James Garner,eng ENG,MF,Manchester Utd,18,2001,1,9,9,0.3,0.1,0,,0,1,9,6,3.00,0,1,-1,-10.00,-10.82,0.4,0.1,+0.2,+2.07,+1.43,Matches
e58a03c6,Dwight Gayle,eng ENG,FW,Newcastle Utd,28,1990,20,850,43,24.9,9.4,10,68,2,10,17,7,0.80,14,15,-1,-0.11,+0.56,11.0,13.6,-2.5,-0.27,+0.70,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,18,1613,90,47.2,17.9,17,90,17,1,83,20,1.11,25,26,-1,-0.06,-0.80,23.6,23.2,+0.4,+0.02,+0.36,Matches
6bd603db,Jean-Philippe Gbamin,ci CIV,MF,Everton,23,1995,2,136,68,4.0,1.5,1,90,1,1,46,0,2.00,1,0,+1,+0.66,+1.02,0.9,1.8,-0.9,-0.63,-0.72,Matches
7ba6d84e,David de Gea,es ESP,GK,Manchester Utd,28,1990,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,66,36,+30,+0.79,,62.2,37.7,+24.5,+0.64,,Matches
ffa90327,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,24,1995,34,2051,60,60.0,22.8,26,74,9,8,17,3,0.85,26,48,-22,-0.97,-0.70,29.8,42.3,-12.4,-0.55,+0.18,Matches
32f60ed8,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,19,2000,7,129,18,3.8,1.4,1,66,0,6,11,19,1.43,2,2,0,0.00,-0.30,2.4,3.1,-0.8,-0.53,-0.99,Matches
bcfb0142,Ben Gibson,eng ENG,DF,Burnley,26,1993,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
cdf0f2db,Lewis Gibson,eng ENG,DF,Everton,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
b51f8aee,Liam Gibson,eng ENG,"DF,MF",Newcastle Utd,22,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
df10e27c,Billy Gilmour,sct SCO,MF,Chelsea,18,2001,6,194,32,5.7,2.2,2,85,1,4,6,5,2.67,8,3,+5,+2.32,+2.04,4.1,2.0,+2.1,+0.99,+0.20,Matches
16ceb862,Olivier Giroud,fr FRA,FW,Chelsea,32,1986,18,993,55,29.0,11.0,12,71,0,6,23,7,1.78,20,16,+4,+0.36,-0.05,19.1,9.9,+9.2,+0.83,+0.04,Matches
9f7c837d,Ben Godfrey,eng ENG,DF,Norwich City,21,1998,30,2644,88,77.3,29.4,30,88,28,0,,1,0.60,21,62,-41,-1.40,-0.47,28.2,52.9,-24.7,-0.84,-0.29,Matches
1961b2aa,André Gomes,pt POR,MF,Everton,26,1993,19,1458,77,42.6,16.2,17,83,13,2,20,0,1.26,15,20,-5,-0.31,+0.01,17.6,18.3,-0.6,-0.04,-0.18,Matches
645a3363,Angel Gomes,eng ENG,MF,Manchester Utd,18,2000,2,21,11,0.6,0.2,0,,0,2,11,3,1.50,0,1,-1,-4.29,-5.11,0.2,0.2,0.0,+0.07,-0.57,Matches
d596e193,Heurelho Gomes,br BRA,GK,Watford,38,1981,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
7a11550b,Joe Gomez,eng ENG,DF,Liverpool,22,1997,28,2004,72,58.6,22.3,22,88,21,6,12,9,2.64,53,16,+37,+1.66,+0.71,42.2,20.9,+21.4,+0.96,+0.34,Matches
6abefdff,Mace Goodridge,eng ENG,MF,Burnley,19,1999,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
2bd83368,Anthony Gordon,eng ENG,"MF,FW",Everton,18,2001,11,440,40,12.9,4.9,4,66,0,7,25,5,1.18,4,6,-2,-0.41,-0.11,5.1,7.2,-2.1,-0.43,-0.57,Matches
d7e24aa1,John-Kymani Gordon,eng ENG,FW,Crystal Palace,16,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
7fec31a0,Dan Gosling,eng ENG,MF,Bournemouth,29,1990,24,1264,53,37.0,14.0,14,78,7,10,17,3,0.75,10,23,-13,-0.93,-0.42,15.1,24.0,-8.9,-0.63,-0.28,Matches
9dab6e3b,Lee Grant,eng ENG,GK,Manchester Utd,36,1983,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
c24dba2a,Andre Gray,jm JAM,FW,Watford,28,1991,23,755,33,22.1,8.4,7,72,2,16,16,14,0.65,6,17,-11,-1.31,-0.74,11.8,14.1,-2.3,-0.27,-0.04,Matches
4468ec10,Demarai Gray,eng ENG,"MF,FW",Leicester City,23,1996,21,622,30,18.2,6.9,3,74,0,18,22,11,1.76,16,6,+10,+1.45,+0.93,11.0,6.3,+4.8,+0.69,+0.30,Matches
b0b4fd3e,Jack Grealish,eng ENG,"FW,MF",Aston Villa,23,1995,36,3233,90,94.5,35.9,36,90,35,0,,0,0.97,39,63,-24,-0.67,+0.29,42.6,62.7,-20.1,-0.56,+1.07,Matches
58eee997,Mason Greenwood,eng ENG,FW,Manchester Utd,17,2001,31,1320,43,38.6,14.7,12,79,3,19,19,6,1.61,35,13,+22,+1.50,+1.16,25.5,12.4,+13.0,+0.89,+0.40,Matches
8aec0537,Pascal Groß,de GER,"MF,FW",Brighton,28,1991,29,1796,62,52.5,20.0,22,76,8,7,19,9,1.07,21,32,-11,-0.55,-0.33,24.4,29.0,-4.5,-0.23,+0.05,Matches
ab13a5aa,Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35,3150,90,92.1,35.0,35,90,35,0,,0,1.20,29,42,-13,-0.37,+1.63,33.3,49.8,-16.5,-0.47,+1.08,Matches
d0706b27,Marc Guéhi,eng ENG,DF,Chelsea,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
5ea8ef20,Mattéo Guendouzi,fr FRA,MF,Arsenal,20,1999,24,1748,73,51.1,19.4,19,87,15,5,21,5,1.29,24,31,-7,-0.36,-1.17,23.9,28.7,-4.8,-0.25,-0.06,Matches
5d8d7454,Frederic Guilbert,fr FRA,"DF,MF",Aston Villa,24,1994,25,2041,82,59.7,22.7,22,88,19,3,35,6,1.04,29,36,-7,-0.31,+0.93,27.8,43.3,-15.4,-0.68,-0.15,Matches
819b3158,İlkay Gündoğan,de GER,MF,Manchester City,28,1990,31,2020,65,59.1,22.4,21,84,16,10,25,5,2.03,50,28,+22,+0.98,-1.91,49.7,26.0,+23.6,+1.05,-1.01,Matches
e082af5b,Angus Gunn,eng ENG,GK,Southampton,23,1996,10,900,90,26.3,10.0,10,90,10,0,,28,0.80,9,25,-16,-1.60,-1.85,14.4,15.6,-1.2,-0.12,-0.29,Matches
ba115a40,Sébastien Haller,ci CIV,FW,West Ham,25,1994,32,2266,71,66.3,25.2,24,87,20,8,23,1,1.06,31,41,-10,-0.40,-0.16,32.0,44.6,-12.5,-0.50,-0.29,Matches
e9254eec,Grant Hanley,sct SCO,DF,Norwich City,27,1991,15,1262,84,36.9,14.0,14,89,13,1,13,3,0.80,12,25,-13,-0.93,+0.57,15.3,22.5,-7.2,-0.51,+0.41,Matches
cb4f24c6,Joe Hart,eng ENG,GK,Burnley,32,1987,0,,,,,0,,0,0,,29,,,,,,,,,,,,Matches
47327321,Taylor Harwood-Bellis,eng ENG,DF,Manchester City,17,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
bf8fad51,Kortney Hause,eng ENG,DF,Aston Villa,24,1995,18,1545,86,45.2,17.2,17,90,17,1,15,2,0.72,14,34,-20,-1.17,-0.88,17.8,30.7,-12.9,-0.75,-0.24,Matches
c951a6df,Isaac Hayden,eng ENG,MF,Newcastle Utd,24,1995,29,2223,77,65.0,24.7,26,83,20,3,19,2,1.34,26,32,-6,-0.24,+0.81,25.6,43.1,-17.6,-0.71,+0.23,Matches
486b08b3,Kaine Hayden,eng ENG,DF,Aston Villa,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
a6de6361,Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20,1794,90,52.5,19.9,20,90,19,0,,0,1.05,26,35,-9,-0.45,+0.49,25.4,39.8,-14.4,-0.72,-0.22,Matches
ef66b362,Philip Heise,de GER,"DF,MF",Norwich City,28,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
e5a76dfe,Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36,3240,90,94.7,36.0,36,90,36,0,,0,1.47,36,33,+3,+0.08,+1.58,41.6,47.3,-5.7,-0.16,+0.97,Matches
935e6b8f,Jordan Henderson,eng ENG,MF,Liverpool,29,1990,30,2238,75,65.4,24.9,26,84,16,4,16,1,2.77,54,14,+40,+1.61,+0.69,45.1,22.7,+22.4,+0.90,+0.23,Matches
f234c188,Stephen Henderson,ie IRL,GK,Crystal Palace,31,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
989d5705,Jeff Hendrick,ie IRL,MF,Burnley,27,1992,24,1931,80,56.5,21.5,22,86,16,2,19,4,1.50,25,30,-5,-0.23,-0.11,29.7,29.9,-0.2,-0.01,+0.12,Matches
76eca7e2,Wayne Hennessey,wls WAL,GK,Crystal Palace,32,1987,3,270,90,7.9,3.0,3,90,3,0,,34,0.33,2,8,-6,-2.00,-1.63,2.6,7.2,-4.7,-1.55,-1.08,Matches
189cee7b,Javier Hernández,mx MEX,FW,West Ham,31,1988,2,107,54,3.1,1.2,1,82,0,1,25,0,0.50,1,4,-3,-2.52,-2.25,1.2,3.8,-2.6,-2.17,-1.82,Matches
007b39a5,Onel Hernández,cu CUB,"FW,MF",Norwich City,26,1993,26,1384,53,40.5,15.4,14,83,6,12,19,2,0.35,10,32,-22,-1.43,-0.24,10.4,26.9,-16.5,-1.07,-0.50,Matches
92e7e919,Son Heung-min,kr KOR,FW,Tottenham,27,1992,30,2476,83,72.4,27.5,28,85,16,2,45,0,1.67,48,31,+17,+0.62,+0.90,37.6,37.9,-0.3,-0.01,+0.56,Matches
78e87179,George Hirst,eng ENG,"MF,DF",Leicester City,20,1999,2,11,6,0.3,0.1,0,,0,2,6,1,0.00,0,1,-1,-8.18,-8.89,0.2,0.2,0.0,-0.04,-0.49,Matches
9a71e978,Ki-Jana Hoever,nl NED,DF,Liverpool,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
d79a8c87,Rob Holding,eng ENG,DF,Arsenal,23,1995,8,581,73,17.0,6.5,6,88,5,2,28,10,1.63,11,9,+2,+0.31,+0.12,8.0,10.2,-2.3,-0.35,-0.16,Matches
12aa7661,José Holebas,gr GRE,DF,Watford,35,1984,14,1025,73,30.0,11.4,11,89,9,3,17,7,0.71,8,28,-20,-1.76,-1.46,12.5,20.5,-8.1,-0.71,-0.66,Matches
d0042ab9,Mason Holgate,eng ENG,DF,Everton,22,1996,27,2054,76,60.1,22.8,24,85,22,3,8,7,1.52,30,34,-4,-0.18,+0.35,32.5,27.9,+4.7,+0.20,+0.35,Matches
45ab2170,Nathan Holland,eng ENG,MF,West Ham,21,1998,2,33,17,1.0,0.4,0,,0,2,17,0,0.00,0,1,-1,-2.73,-2.41,0.1,0.4,-0.3,-0.80,-0.41,Matches
fcab00a0,Conor Hourihane,ie IRL,MF,Aston Villa,28,1991,27,1534,57,44.9,17.0,18,75,4,9,20,10,1.04,20,29,-9,-0.53,+0.28,21.4,26.3,-4.9,-0.29,+0.60,Matches
15f3ec41,Callum Hudson-Odoi,eng ENG,"FW,MF",Chelsea,18,2000,22,863,39,25.2,9.6,7,85,4,15,18,3,1.77,17,14,+3,+0.31,-0.11,18.1,10.4,+7.7,+0.80,-0.01,Matches
a0666d3e,Will Hughes,eng ENG,MF,Watford,24,1995,30,2252,75,65.8,25.0,27,79,13,3,37,3,0.83,23,46,-23,-0.92,-0.53,29.7,39.7,-10.0,-0.40,-0.45,Matches
8b04d6c1,Pierre Højbjerg,dk DEN,MF,Southampton,23,1995,33,2752,83,80.5,30.6,30,90,29,3,18,1,1.27,39,51,-12,-0.39,-0.80,45.5,42.4,+3.2,+0.10,+0.09,Matches
9f736ed2,Jordon Ibe,eng ENG,DF,Bournemouth,23,1995,2,50,25,1.5,0.6,0,,0,2,25,6,0.00,0,1,-1,-1.80,-1.16,0.7,1.2,-0.5,-0.89,-0.44,Matches
291e3ec3,Adam Idah,ie IRL,"FW,MF",Norwich City,18,2001,12,228,19,6.7,2.5,1,64,0,11,15,5,0.08,0,9,-9,-3.55,-2.42,1.6,5.9,-4.3,-1.68,-0.97,Matches
03622183,Odion Ighalo,ng NGA,FW,Manchester Utd,30,1989,11,101,9,3.0,1.1,0,,0,11,9,2,2.45,3,0,+3,+2.67,+1.94,4.5,1.2,+3.3,+2.94,+2.37,Matches
c92e1a31,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,1996,20,960,48,28.1,10.7,12,61,2,8,28,9,1.30,18,9,+9,+0.84,+0.22,20.7,11.0,+9.7,+0.91,+0.65,Matches
07802f7f,Danny Ings,eng ENG,FW,Southampton,27,1992,38,2804,74,82.0,31.2,32,83,15,6,23,0,1.37,42,44,-2,-0.06,+0.96,45.0,38.8,+6.2,+0.20,+0.63,Matches
6ca5ec4b,Alex Iwobi,ng NGA,"MF,FW",Everton,23,1996,25,1596,64,46.7,17.7,19,72,6,6,37,5,1.08,23,30,-7,-0.39,-0.15,22.4,24.8,-2.4,-0.14,-0.38,Matches
3233eefd,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,6,244,41,7.1,2.7,2,90,2,4,16,30,2.17,5,6,-1,-0.37,-0.40,3.7,4.8,-1.2,-0.44,-0.25,Matches
08452314,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,25,1993,10,311,31,9.1,3.5,3,68,0,7,15,9,1.00,4,4,0,0.00,+0.43,3.6,3.9,-0.2,-0.06,+0.21,Matches
c931d9f9,Daniel James,wls WAL,FW,Manchester Utd,21,1997,33,2287,69,66.9,25.4,26,84,15,7,15,4,1.67,33,29,+4,+0.16,-1.91,37.7,26.0,+11.7,+0.46,-0.55,Matches
ebd0a048,Matty James,eng ENG,MF,Leicester City,28,1991,1,6,6,0.2,0.1,0,,0,1,6,5,0.00,0,0,0,0.00,-0.69,0.0,0.0,0.0,-0.52,-0.97,Matches
1265a93a,Reece James,eng ENG,DF,Chelsea,19,1999,24,1515,63,44.3,16.8,16,87,13,8,15,5,1.88,26,23,+3,+0.18,-0.39,29.4,15.7,+13.7,+0.81,+0.02,Matches
7c39363f,Alexandre Jankewitz,ch SUI,MF,Southampton,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
45da6694,Daryl Janmaat,nl NED,DF,Watford,30,1989,8,607,76,17.7,6.7,7,85,5,1,13,4,1.00,5,5,0,0.00,+0.90,8.4,6.7,+1.7,+0.25,+0.60,Matches
47ed3795,Lukas Jensen,dk DEN,GK,Burnley,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
b66315ae,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,34,2030,60,59.4,22.6,21,81,12,13,26,1,2.12,64,14,+50,+2.22,+1.12,57.6,18.0,+39.6,+1.76,+0.72,Matches
b561db50,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,38,3236,85,94.6,36.0,37,87,20,1,19,0,1.55,48,36,+12,+0.33,+0.82,50.2,32.7,+17.5,+0.49,+1.15,Matches
e8832875,João Pedro,br BRA,"FW,MF",Watford,17,2001,3,25,8,0.7,0.3,0,,0,3,8,6,0.00,1,1,0,0.00,+0.74,0.4,0.8,-0.5,-1.62,-1.39,Matches
c17bfb65,Joelinton,br BRA,FW,Newcastle Utd,22,1996,38,2683,71,78.5,29.8,32,79,11,6,25,0,1.16,23,46,-23,-0.77,-1.14,25.5,51.0,-25.4,-0.85,-0.28,Matches
73b1d65b,Ryan John Giles,eng ENG,"DF,MF",Wolves,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
247e5cfc,Tyreece John-Jules,eng ENG,FW,Arsenal,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
9319781b,Ben Johnson,eng ENG,DF,West Ham,19,2000,3,270,90,7.9,3.0,3,90,3,0,,6,1.67,5,3,+2,+0.67,+1.10,3.2,3.1,+0.1,+0.04,+0.48,Matches
