id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1c529186,Ignazio Abate,it ITA,DF,Milan,31,1986,14.5,34,19,16,13,5,14,22,63.6,8,19,6,13,18,52,50,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,30,1988,36.8,40,30,22,13,5,12,16,75.0,4,50,32,18,61,101,169,1,Matches
d7403bd5,Afriyie Acquah,gh GHA,MF,Empoli,26,1992,16.8,27,9,9,12,6,4,11,36.4,7,11,1,10,12,39,16,0,Matches
ce5b170a,Claud Adjapong,it ITA,"MF,FW",Sassuolo,20,1998,3.0,4,2,1,3,0,1,2,50.0,1,3,1,2,1,5,4,0,Matches
06050480,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,24,1993,1.8,1,1,1,0,0,1,2,50.0,1,1,1,0,3,4,6,0,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,27,1990,1.8,4,0,1,2,1,1,1,100.0,0,2,0,2,1,5,2,0,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,21,1996,24.0,54,36,32,20,2,23,48,47.9,25,30,3,27,39,93,59,2,Matches
5294a83f,Luis Alberto,es ESP,"MF,FW",Lazio,25,1992,22.1,53,22,15,29,9,21,55,38.2,34,23,3,20,10,63,10,0,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Napoli,32,1985,19.0,16,8,12,4,0,8,15,53.3,7,19,16,3,20,36,90,1,Matches
cc700722,Allan,br BRA,MF,Napoli,27,1991,29.1,106,70,39,55,12,36,107,33.6,71,55,13,42,36,142,28,0,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,36,1981,32.5,15,8,11,4,0,4,7,57.1,3,36,28,8,29,44,210,0,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Sampdoria,22,1996,32.0,40,27,31,8,1,19,31,61.3,12,30,15,15,35,75,147,1,Matches
13d820de,Marco Andreolli,it ITA,DF,Cagliari,32,1986,1.2,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,5,0,Matches
13d820de,Marco Andreolli,it ITA,DF,Chievo,32,1986,7.2,10,6,7,2,1,6,10,60.0,4,4,2,2,6,16,33,0,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,31,1986,20.1,50,26,19,21,10,15,30,50.0,15,21,4,17,15,65,31,0,Matches
43a2e16c,Mirco Antenucci,it ITA,FW,SPAL,33,1984,23.7,11,9,5,1,5,1,10,10.0,9,14,0,14,5,16,5,0,Matches
40f0ed6c,Luca Antonelli,it ITA,DF,Empoli,31,1987,8.4,13,11,4,5,4,7,17,41.2,10,19,4,15,16,29,25,1,Matches
0830a4f9,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,20,1998,0.6,2,2,1,1,0,0,2,0.0,2,2,1,1,0,2,3,0,Matches
eb823875,Joaquín Ardaiz,uy URU,FW,Frosinone,19,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
68b78c2a,Lorenzo Ariaudo,it ITA,DF,Frosinone,29,1989,18.7,20,14,15,4,1,6,10,60.0,4,31,20,11,14,34,103,0,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,17,2001,0.4,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,Matches
089550f5,Kwadwo Asamoah,gh GHA,DF,Inter,29,1988,29.7,44,26,22,14,8,29,51,56.9,22,21,4,17,40,84,46,1,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,21,1997,36.0,4,3,4,0,0,3,3,100.0,0,0,0,0,1,5,21,4,Matches
422ec08a,Khouma Babacar,sn SEN,FW,Sassuolo,25,1993,16.5,7,3,2,5,0,2,10,20.0,8,8,2,6,3,10,25,1,Matches
e8c930bb,Milan Badelj,hr CRO,MF,Lazio,29,1989,12.7,33,20,10,19,4,16,37,43.2,21,27,9,18,33,66,20,1,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Milan,23,1994,25.6,69,43,22,40,7,26,62,41.9,36,34,5,29,50,119,42,2,Matches
509a4ccb,Keita Baldé,sn SEN,FW,Inter,23,1995,9.9,10,6,4,2,4,2,9,22.2,7,8,0,8,3,13,1,0,Matches
9be4ee80,Andrija Balić,hr CRO,"FW,MF",Udinese,20,1997,0.3,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,Matches
0821331c,Mattia Bani,it ITA,DF,Chievo,24,1993,29.0,67,40,46,21,0,27,40,67.5,13,51,35,16,57,124,162,2,Matches
01efac19,Antonín Barák,cz CZE,"MF,FW",Udinese,23,1994,3.7,9,6,4,5,0,2,11,18.2,9,4,0,4,2,11,2,0,Matches
c010b898,Federico Barba,it ITA,DF,Chievo,24,1993,27.6,30,14,21,9,0,8,21,38.1,13,29,15,14,65,95,129,0,Matches
0acda699,Francesco Bardi,it ITA,GK,Frosinone,26,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
6928979a,Nicolò Barella,it ITA,MF,Cagliari,21,1997,34.5,99,65,38,41,20,30,82,36.6,52,61,2,59,38,137,27,0,Matches
a64cbd35,Antonino Barillà,it ITA,MF,Parma,30,1988,29.1,64,36,40,17,7,19,53,35.8,34,40,13,27,36,100,50,1,Matches
43a1bea5,Édgar Barreto,py PAR,MF,Sampdoria,34,1984,8.7,28,19,15,6,7,10,26,38.5,16,11,3,8,17,45,7,0,Matches
e5bf73f3,Musa Barrow,gm GAM,FW,Atalanta,19,1998,6.7,9,5,5,3,1,4,6,66.7,2,4,0,4,0,9,2,0,Matches
7c0000fd,Andrea Barzagli,it ITA,DF,Juventus,37,1981,2.9,1,1,0,1,0,1,2,50.0,1,2,2,0,4,5,10,0,Matches
ea06dd97,Daniele Baselli,it ITA,MF,Torino,26,1992,26.4,65,45,22,34,9,16,44,36.4,28,30,6,24,34,99,32,0,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,Parma,19,1999,18.8,25,12,20,5,0,6,15,40.0,9,26,18,8,22,47,96,0,Matches
c01c66d9,Bastos,ao ANG,DF,Lazio,27,1991,12.7,22,17,16,4,2,17,27,63.0,10,16,8,8,7,29,49,1,Matches
438dfc6a,Andrea Beghetto,it ITA,DF,Frosinone,23,1994,24.7,26,14,13,10,3,15,25,60.0,10,20,4,16,17,43,59,0,Matches
d3d758d8,Valon Behrami,ch SUI,MF,Udinese,33,1985,15.1,65,38,25,34,6,18,44,40.9,26,29,12,17,18,83,26,0,Matches
d705ba44,Andrea Belotti,it ITA,FW,Torino,24,1993,36.7,33,22,8,15,10,6,30,20.0,24,36,5,31,15,48,23,0,Matches
0000acda,Marco Benassi,it ITA,MF,Fiorentina,23,1994,25.4,30,19,8,15,7,14,41,34.1,27,16,3,13,9,39,27,1,Matches
3b15ef2d,Medhi Benatia,ma MAR,DF,Juventus,31,1987,5.0,7,6,6,1,0,3,5,60.0,2,10,5,5,16,23,18,0,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,Empoli,20,1997,32.9,94,57,43,41,10,32,75,42.7,43,38,9,29,57,151,34,0,Matches
3b8674e6,Rodrigo Bentancur,uy URU,MF,Juventus,21,1997,22.3,53,34,22,29,2,18,39,46.2,21,20,8,12,43,96,42,1,Matches
53a0e358,Domenico Berardi,it ITA,"FW,MF",Sassuolo,23,1994,31.9,38,21,16,9,13,15,73,20.5,58,31,2,29,27,65,24,0,Matches
dc1c2fce,Álex Berenguer,es ESP,"MF,DF",Torino,23,1995,16.5,31,20,12,17,2,14,34,41.2,20,20,1,19,8,39,14,0,Matches
61b3978f,Bartosz Bereszyński,pl POL,DF,Sampdoria,26,1992,24.4,46,30,27,15,4,24,51,47.1,27,22,7,15,31,77,76,0,Matches
ee833569,Etrit Berisha,al ALB,GK,Atalanta,29,1989,18.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,5,3,Matches
d5575935,Valon Berisha,xk KVX,"MF,FW",Lazio,25,1993,2.2,8,5,1,6,1,4,6,66.7,2,6,0,6,4,12,3,0,Matches
ee93c1a9,Federico Bernardeschi,it ITA,"MF,FW",Juventus,24,1994,16.4,14,8,5,6,3,7,18,38.9,11,9,0,9,6,20,10,0,Matches
88895312,Daniel Bessa,it ITA,MF,Genoa,25,1993,27.1,60,35,28,23,9,11,39,28.2,28,30,4,26,19,79,16,1,Matches
6b99d135,Jonathan Biabiany,fr FRA,FW,Parma,30,1988,11.9,30,22,18,10,2,9,17,52.9,8,8,1,7,11,41,11,1,Matches
5710a281,Lucas Biglia,ar ARG,MF,Milan,32,1986,12.4,60,33,31,25,4,20,45,44.4,25,19,3,16,22,82,21,1,Matches
9e1577aa,Cristiano Biraghi,it ITA,DF,Fiorentina,25,1992,35.5,52,33,31,17,4,18,38,47.4,20,40,17,23,44,96,113,0,Matches
64cd167d,Davide Biraschi,it ITA,DF,Genoa,24,1994,31.6,58,38,37,19,2,25,42,59.5,17,32,13,19,64,122,107,1,Matches
455a2b79,Valter Birsa,si SVN,"MF,FW",Cagliari,31,1986,3.9,5,3,1,3,1,4,8,50.0,4,5,0,5,4,9,3,0,Matches
455a2b79,Valter Birsa,si SVN,"MF,FW",Chievo,31,1986,12.2,14,9,4,7,3,4,17,23.5,13,9,1,8,6,20,13,0,Matches
f4ec4fd0,Kevin-Prince Boateng,gh GHA,FW,Sassuolo,31,1987,10.4,5,4,0,4,1,1,4,25.0,3,7,3,4,3,8,13,0,Matches
fe012aca,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,21,1997,16.0,7,4,5,1,1,4,14,28.6,10,19,0,19,2,9,4,0,Matches
d995ed27,Giacomo Bonaventura,it ITA,MF,Milan,28,1989,7.2,6,2,2,4,0,2,7,28.6,5,3,0,3,7,13,8,0,Matches
fb77bfef,Kevin Bonifazi,it ITA,DF,SPAL,22,1996,25.6,40,24,31,8,1,15,33,45.5,18,38,21,17,36,76,79,0,Matches
52ec54d0,Leonardo Bonucci,it ITA,DF,Juventus,31,1987,27.5,18,9,11,6,1,10,13,76.9,3,32,21,11,38,56,88,3,Matches
ef5b337e,Fabio Borini,it ITA,"FW,DF",Milan,27,1991,11.7,14,10,7,7,0,3,9,33.3,6,17,0,17,12,26,28,0,Matches
0d077b88,Mehdi Bourabia,ma MAR,MF,Sassuolo,26,1991,22.3,51,28,23,21,7,15,46,32.6,31,28,5,23,33,84,32,0,Matches
605873e1,Filip Bradarić,hr CRO,MF,Cagliari,26,1992,16.6,26,21,11,12,3,10,20,50.0,10,13,3,10,39,65,50,0,Matches
5fd5ed86,Gleison Bremer,br BRA,DF,Torino,21,1997,2.0,3,1,1,2,0,1,2,50.0,1,4,1,3,8,11,9,0,Matches
54c356b0,Nicolò Brighenti,it ITA,DF,Frosinone,28,1989,11.0,27,17,9,15,3,6,14,42.9,8,17,8,9,31,58,37,0,Matches
d417b306,Matteo Brighi,it ITA,MF,Empoli,37,1981,2.6,11,4,2,9,0,2,9,22.2,7,2,0,2,3,14,4,0,Matches
d0643f8f,Enrico Brignola,it ITA,"FW,MF",Sassuolo,19,1999,1.9,2,2,2,0,0,0,2,0.0,2,0,0,0,1,3,1,0,Matches
33b8d077,Marcelo Brozović,hr CRO,MF,Inter,25,1992,29.4,101,70,47,40,14,31,86,36.0,55,45,8,37,44,145,32,3,Matches
806f7a26,Rafael Cabral,br BRA,GK,Sampdoria,28,1990,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
00b0bb87,Fabrizio Cacciatore,it ITA,DF,Cagliari,31,1986,6.4,9,7,7,0,2,1,5,20.0,4,6,4,2,7,16,17,0,Matches
00b0bb87,Fabrizio Cacciatore,it ITA,DF,Chievo,31,1986,5.5,8,4,6,2,0,4,9,44.4,5,8,2,6,5,13,20,0,Matches
e94d79e3,Martín Cáceres,uy URU,DF,Lazio,31,1987,3.4,4,2,3,1,0,4,6,66.7,2,4,0,4,0,4,12,1,Matches
e94d79e3,Martín Cáceres,uy URU,DF,Juventus,31,1987,7.0,7,3,6,0,1,4,4,100.0,0,6,3,3,4,11,14,0,Matches
93b891d1,Felipe Caicedo,ec ECU,FW,Lazio,29,1988,15.2,16,12,4,6,6,1,8,12.5,7,9,2,7,5,21,5,0,Matches
34bb6fbd,Arturo Calabresi,it ITA,DF,Bologna,22,1996,15.7,46,27,22,17,7,22,40,55.0,18,18,3,15,34,80,60,0,Matches
2146785a,Davide Calabria,it ITA,DF,Milan,21,1996,21.7,79,51,58,16,5,37,67,55.2,30,33,1,32,32,111,78,1,Matches
cd0fa27b,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,24,1994,32.0,52,31,27,16,9,23,46,50.0,23,27,5,22,28,80,19,0,Matches
78841da9,José Callejón,es ESP,"MF,FW",Napoli,31,1987,29.4,34,18,12,14,8,18,57,31.6,39,34,5,29,22,56,11,0,Matches
895ff3ca,Joel Campbell,cr CRC,"FW,MF",Frosinone,26,1992,9.9,15,10,5,8,2,3,17,17.6,14,2,0,2,3,18,2,1,Matches
a65ce836,Emre Can,de GER,MF,Juventus,24,1994,20.1,64,38,28,27,9,24,40,60.0,16,43,13,30,28,92,36,2,Matches
bd6351cd,João Cancelo,pt POR,DF,Juventus,24,1994,21.9,43,28,18,18,7,27,49,55.1,22,14,4,10,15,58,48,0,Matches
356c9002,Antonio Candreva,it ITA,"FW,MF",Inter,31,1987,5.6,1,1,0,1,0,1,8,12.5,7,0,0,0,4,5,9,0,Matches
28237d7e,Luan Capanni,br BRA,FW,Lazio,18,2000,0.1,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
07ea0ef2,Leonardo Capezzi,it ITA,MF,Empoli,23,1995,8.6,14,9,6,8,0,7,13,53.8,6,14,4,10,10,24,13,0,Matches
54e53b7e,Gianluca Caprari,it ITA,"FW,MF",Sampdoria,25,1993,11.5,15,9,4,9,2,5,12,41.7,7,7,0,7,4,19,3,0,Matches
616aea37,Marco Capuano,it ITA,DF,Frosinone,26,1991,25.6,53,33,37,15,1,26,46,56.5,20,44,31,13,34,87,101,2,Matches
5bd72174,Francesco Caputo,it ITA,FW,Empoli,30,1987,38.0,13,9,2,4,7,3,10,30.0,7,11,1,10,2,15,11,0,Matches
96960855,Francesco Cassata,it ITA,MF,Frosinone,21,1997,12.5,20,11,12,4,4,9,23,39.1,14,8,1,7,6,26,15,1,Matches
